"HitCorrect","age","box_checked","chain","comments","education","endTime","enjoyment","gender","generation","languages","question","slider_left","slider_right","slider_val","startDate","startTime","story_reproduction","story_title","timeSpent","trial_number","trial_type","id"
1,28,"false","b2lFKlRgR8OxDUPI","Nice Task and thanks for the Opportunity","higher_degree",1547843306525,2,"female",2,"English","How likable do you find the suspect(s), i.e., the person/people underlined in the story?","not likable","very likable",83,"Fri Jan 18 2019 14:24:20 GMT-0600 (Central Standard Time)",1547843060895,"A high-quality surveillance video found that <u>a man and woman</u> were sending scam emails titled ""Important-- Please Respond"" to people asking for money. 5% of people fell for the scam and sent them money.","scam_jail",4.09383333333333,11,"suspect_likability",71
1,28,"false","b2lFKlRgR8OxDUPI","Nice Task and thanks for the Opportunity","higher_degree",1547843306525,2,"female",2,"English","How much do you trust the author?","not at all","very much",91,"Fri Jan 18 2019 14:24:20 GMT-0600 (Central Standard Time)",1547843060895,"A high-quality surveillance video found that <u>a man and woman</u> were sending scam emails titled ""Important-- Please Respond"" to people asking for money. 5% of people fell for the scam and sent them money.","scam_jail",4.09383333333333,12,"author_trust",71
1,28,"false","b2lFKlRgR8OxDUPI","Nice Task and thanks for the Opportunity","higher_degree",1547843306525,2,"female",2,"English","How judgmental is the author?","not judgmental","very judgmental",88,"Fri Jan 18 2019 14:24:20 GMT-0600 (Central Standard Time)",1547843060895,"A high-quality surveillance video found that <u>a man and woman</u> were sending scam emails titled ""Important-- Please Respond"" to people asking for money. 5% of people fell for the scam and sent them money.","scam_jail",4.09383333333333,13,"author_judgmental",71
1,28,"false","b2lFKlRgR8OxDUPI","Nice Task and thanks for the Opportunity","higher_degree",1547843306525,2,"female",2,"English","How reliable do you consider the presented information to be?","very unreliable","very reliable",89,"Fri Jan 18 2019 14:24:20 GMT-0600 (Central Standard Time)",1547843060895,"A high-quality surveillance video found that <u>a man and woman</u> were sending scam emails titled ""Important-- Please Respond"" to people asking for money. 5% of people fell for the scam and sent them money.","scam_jail",4.09383333333333,14,"info_reliability",71
1,28,"false","b2lFKlRgR8OxDUPI","Nice Task and thanks for the Opportunity","higher_degree",1547843306525,2,"female",2,"English","How reasonable is it to say that this is a story involving birds?","not reasonable","very reasonable",84,"Fri Jan 18 2019 14:24:20 GMT-0600 (Central Standard Time)",1547843060895,"A high-quality surveillance video found that <u>a man and woman</u> were sending scam emails titled ""Important-- Please Respond"" to people asking for money. 5% of people fell for the scam and sent them money.","scam_jail",4.09383333333333,15,"control4_true",71
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How objectively / subjectively written is the story?","very objective","very subjective",71,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,1,"story_subjectivity",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How affected do you feel by the story?","not affected","very affected",59,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,2,"reader_emotion",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How likable do you find the suspect(s), i.e., the person/people underlined in the story?","not likable","very likable",40,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,3,"suspect_likability",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How reasonable is it to say that this is a story involving birds?","not reasonable","very reasonable",35,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,4,"control4_true",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How justified would a conviction of the suspect(s), i.e., the person/people underlined in the story, be?","not justified","very justified",60,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,5,"suspect_convictionJustified",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How much do you trust the author?","not at all","very much",67,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,6,"author_trust",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How likely is it that this passage is a Bible quote?","very unlikely","very likely",59,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,7,"control2_false",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How likely is it that this story is a Greek fairy tale?","very unlikely","very likely",77,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,8,"control1_false",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How reliable do you consider the presented information to be?","very unreliable","very reliable",21,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,9,"info_reliability",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How likable do you find the author of this story?","not likable","very likable",71,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,10,"author_likability",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How likely is a conviction of the suspect(s), i.e., the person/people underlined in the story?","very unlikely","very likely",71,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,11,"suspect_conviction",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How likely is it that the suspect is / the suspects are guilty? (i.e., the person/people underlined in the story)","very unlikely","very likely",35,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,12,"suspect_committedCrime",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How likely is it that this story contains more than five words?","very unlikely","very likely",81,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,13,"control3_true",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How emotionally is the story told?","not emotional","very emotional",28,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,14,"story_emotion",70
1,35,"false","somechain","good","graduated_college",1547870923539,0,"male",1,"english","How judgmental is the author?","not judgmental","very judgmental",70,"Fri Jan 18 2019 20:06:51 GMT-0800 (Pacific Standard Time)",1547870811167,"In Spain, $30,000 people received a scam email, demanding that they pay a fee of $11,000 for having illegally distributed pornographic content. The email address seemed legitimate, but it was a hoax. 5% of the people affected paid the money, which amounts to $17 million dollars for the scammers. The police tracked down an internet cafe and looked at the camera footage. <u>A man and a woman</u> in their 50s are suspects. However, since the footage is of bad quality, it is perhaps unreliable.","scam_free",1.87286666666667,15,"author_judgmental",70
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How reasonable is it to say that this is a story involving birds?","not reasonable","very reasonable",6,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,1,"control4_true",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How likely is it that this passage is a Bible quote?","very unlikely","very likely",1,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,2,"control2_false",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How justified would a conviction of the suspect(s), i.e., the person/people underlined in the story, be?","not justified","very justified",89,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,3,"suspect_convictionJustified",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How reliable do you consider the presented information to be?","very unreliable","very reliable",66,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,4,"info_reliability",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How objectively / subjectively written is the story?","very objective","very subjective",34,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,5,"story_subjectivity",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How likely is a conviction of the suspect(s), i.e., the person/people underlined in the story?","very unlikely","very likely",87,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,6,"suspect_conviction",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How likely is it that this story contains more than five words?","very unlikely","very likely",100,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,7,"control3_true",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How judgmental is the author?","not judgmental","very judgmental",27,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,8,"author_judgmental",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How affected do you feel by the story?","not affected","very affected",16,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,9,"reader_emotion",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How much do you trust the author?","not at all","very much",24,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,10,"author_trust",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How likely is it that the suspect is / the suspects are guilty? (i.e., the person/people underlined in the story)","very unlikely","very likely",75,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,11,"suspect_committedCrime",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How likable do you find the author of this story?","not likable","very likable",84,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,12,"author_likability",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How emotionally is the story told?","not emotional","very emotional",34,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,13,"story_emotion",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How likely is it that this story is a Greek fairy tale?","very unlikely","very likely",1,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,14,"control1_false",69
1,23,"false","b2lFKlRgR8OxDUPI","thank you!","graduated_college",1547841860662,2,"male",1,"English","How likable do you find the suspect(s), i.e., the person/people underlined in the story?","not likable","very likable",28,"Fri Jan 18 2019 13:53:07 GMT-0600 (Central Standard Time)",1547841187042,"On August 30, 2018, 300,000 people in Spain received scam emails claiming the person needed to pay $11,500. The subject line was ""Important-- please respond"" and said that the person would receive punishment if they didn't pay the fine. The email was traced to a law firm and determined to be a scam. Before the police shut it down, 5% of the people had paid the ""fine."" They trace the email to the internet cafe where the people had sent the email, and used video surveillance to determine it was <u>a man and woman</u> (both 52 years old) who sent the email. They tracked them down, and the 2 people are facing legal action and jail time, especially because the surveillance video is very high quality.","scam_jail",11.227,15,"suspect_likability",69
