"submission_id","LoadT_main","LoadT_submit","age","assess","assignmentId","author","browser","chain","comments","deadend","description","education","endTime","enjoyment","experiment_id","familiar","gender","generation","languages","os","reproduction","startDate","startTime","story_text","story_title","timeSpent","trial_number","trial_type"
18,168,197,47,"Yes","38F5OAUN5OKVWLEMT741OC6GFSK7H1","ЕК","Chrome","HKqJtZdFV1Pa8KLz","Thank you.","false","IteratedNarration_Pilot03",2,1528736896231,2,"IteratedNarration_Pilot03","No","Male",2,"English","Windows","A couple had their beehives vandalized by two young kids. Their ages were 12 and 13 and they were found guilty.","Mon Jun 11 2018 12:59:06 GMT-0400 (Eastern Daylight Time)",1528736346918,"A couple was eagerly going to check on their 50 beehives qhen they were unfortunately surprised to see that their assets were vandalized and destroyed. They lost about 60,000 dollars in damages and half a million bees. Later 2 boys aged 12 and 13 were arrested for the crime. They faced charges of 10,000 in fines and up to 10 years in juvenile prison.","bees",9.15521666666667,1,"reproductionDemo"
18,176,197,47,"Yes","38F5OAUN5OKVWLEMT741OC6GFSK7H1","ЕК","Chrome","Z9LgzXxxlAjAvH17","Thank you.","true","IteratedNarration_Pilot03",2,1528736896231,2,"IteratedNarration_Pilot03","No","Male",2,"English","Windows","A woman was able to get on a plane without a ticket. She was later arrested and charged for it.","Mon Jun 11 2018 12:59:06 GMT-0400 (Eastern Daylight Time)",1528736346918,"In 2018 a woman slipped through airport security without a ticket and got aboard. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",9.15521666666667,2,"reproductionDemo"
17,426,479,44,"Yes","3PWWM24LHT6VH9GNKRT0F8W91T7280","ЕК","Chrome","Z9LgzXxxlAjAvH17","I thought this hit was actually enjoyable! Thanks and good luck with your research.","false","IteratedNarration_Pilot03",2,1528736867928,2,"IteratedNarration_Pilot03","Yes_second","Female",2,"English","Windows","In 2018 a woman slipped passed security and boarded a plane. She was apprehended on January 2018 and charged with theft.","Mon Jun 11 2018 10:00:25 GMT-0700 (Pacific Daylight Time)",1528736425287,"In 2018 a woman slipped through airport security without a ticket and got aboard. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",7.37735,1,"reproductionDemo"
17,115,479,44,"Yes","3PWWM24LHT6VH9GNKRT0F8W91T7280","ЕК","Chrome","wuX2BESmRY2Wu5iA","I thought this hit was actually enjoyable! Thanks and good luck with your research.","false","IteratedNarration_Pilot03",2,1528736867928,2,"IteratedNarration_Pilot03","Yes_second","Female",2,"English","Windows","In December 2017 a couple found that their beehives had been destroyed. Over 500,000 bees and $60,000 in equipment had been destroyed. Later they found out it was 2 young boys ages 12 and 13 who were then charged with criminal mischief. Due to their young age they were ordered to either pay $10,000 fine or spend 10 years in jail.","Mon Jun 11 2018 10:00:25 GMT-0700 (Pacific Daylight Time)",1528736425287,"In December of 2017, and Iowa couple went to check on their 50 beehives and discovered that someone had destroyed the beehives and the equipment. Nearly half a million bees were killed and there was $60,000 of equipment damage. Three weeks later 2 boys, ages 12 and 13, were accused of the crimes and charged with criminal mischief, causing damage to agricultural or animal facility and burglary. Since they are minors they face $10,000 fine or 10 years in a juvenile detention center.","bees",7.37735,2,"reproductionDemo"
16,153,225,57,"Yes","3HYA4D452SR4WOQAS5Z6P0DVOXK2FH","ЕК","Chrome","dtJAGtlQsDvi3x2X",NA,"true","IteratedNarration_Pilot03",3,1528736698980,2,"IteratedNarration_Pilot03","No","Female",2,"English","Windows","The story is about an older woman who was able to access the  passenger only areas of an airport without a ticket and board a plane going from Chicago to London. She was spotted though and asked to disembark and stay in the seating area at the gate. Later she boarded a flight to London and was able to get all the way there, although she was stopped in London and sent back to the US and charged with theft and trespassing.","Mon Jun 11 2018 12:56:51 GMT-0400 (Eastern Daylight Time)",1528736211852,"An older woman trespassed through airport security without a ticket and boarded a plane that went from Chicago to London. She was stopped and told to sit down in the terminal area. She then spent the night there and then boarded a flight the next day at an international gate. She flew into London and then was detained by customs in London, where she was then returned back to the United States and charged with theft and trespassing.","flight",8.1188,1,"reproductionDemo"
16,149,225,57,"Yes","3HYA4D452SR4WOQAS5Z6P0DVOXK2FH","ЕК","Chrome","aKa16IBfuRPQ1jnL",NA,"false","IteratedNarration_Pilot03",3,1528736698980,2,"IteratedNarration_Pilot03","No","Female",1,"English","Windows","This story is about how a coupe in Iowa discovered in December 2017 that their 50 beehives had been heavily vandalized, destroyed really, along with most of the shed where they kept their equipment. Half a million bees lost their lives and damages totaled around $60,000. Some time later two young boys of 12 and 13 were charged with the crime. They will be tried in a minor court and face up to 10 years in juvenile prison and $10,000 in fines.","Mon Jun 11 2018 12:56:51 GMT-0400 (Eastern Daylight Time)",1528736211852,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",8.1188,2,"reproductionDemo"
15,80,135,25,"Yes","35L9RVQFCPQXUWQI6FXCY4K0N3GUHP","ЕК","Chrome","ZMwEp4se8mvQ7v1Q",NA,"false","IteratedNarration_Pilot03",2,1528736653007,1,"IteratedNarration_Pilot03","No","Female",3,"english","Windows","A woman was caught coming from chicago taking a flight without paying by slipping past security she took a flight to london but was caught by customs","Mon Jun 11 2018 13:01:17 GMT-0400 (Eastern Daylight Time)",1528736477778,"An older woman slipped past security at chicago airport. She took a flight to london but was caught by security. She was sent back and was charged for theft and misdemeanor.","flight",2.92048333333333,1,"reproductionDemo"
15,228,135,25,"Yes","35L9RVQFCPQXUWQI6FXCY4K0N3GUHP","ЕК","Chrome","yA48DHUo26aD4VWz",NA,"false","IteratedNarration_Pilot03",2,1528736653007,1,"IteratedNarration_Pilot03","No","Female",2,"english","Windows","a iowa couple went to check on their beehives but they found out they had been tampered with and ripped apart. Equipment was smashed and half a million bees were killed \n","Mon Jun 11 2018 13:01:17 GMT-0400 (Eastern Daylight Time)",1528736477778,"An Iowa couple went to check on their 50 beehives. They discovered that they had been overturned and ripped apart. Equipment was smashed. Half a million bees had been killed and there was $60,000 in damages. Two boys, aged 12 and 13, were found to be responsible. Since they are minors they will be charged in juvenile court. They could get up to $10,000 in fines and 10 years in prison.","bees",2.92048333333333,2,"reproductionDemo"
14,537,468,32,"Yes","39K0FND3AINZ71DVR7WYQ8G2XMPMAG","ЕК","Chrome","dtJAGtlQsDvi3x2X","Nice study, that longer story made me feel dumb there for a second, completely forgot where the older woman got stopped before arriving in London.","false","IteratedNarration_Pilot03",3,1528736443950,2,"IteratedNarration_Pilot03","No","Male",2,"English","Windows","An older woman trespassed through security and boarded a flight from Chicago to London. She was stopped and questioned and had to stay there overnight, after arriving in London she was forced to get on another plane and head back to the US.","Mon Jun 11 2018 09:56:37 GMT-0700 (Pacific Daylight Time)",1528736197469,"An older woman trespassed through airport security without a ticket and boarded a plane that went from Chicago to London. She was stopped and told to sit down in the terminal area. She then spent the night there and then boarded a flight the next day at an international gate. She flew into London and then was detained by customs in London, where she was then returned back to the United States and charged with theft and trespassing.","flight",4.10801666666667,1,"reproductionDemo"
14,476,468,32,"Yes","39K0FND3AINZ71DVR7WYQ8G2XMPMAG","ЕК","Chrome","oskgt0kkV8KJPYMb","Nice study, that longer story made me feel dumb there for a second, completely forgot where the older woman got stopped before arriving in London.","false","IteratedNarration_Pilot03",3,1528736443950,2,"IteratedNarration_Pilot03","No","Male",3,"English","Windows","A couple checked on their beehives and found that they were all destroyed.","Mon Jun 11 2018 09:56:37 GMT-0700 (Pacific Daylight Time)",1528736197469,"A couple checked on their beehives and found that they were all destroyed.","bees",4.10801666666667,2,"reproductionDemo"
13,335,84,28,"Yes","39LNWE0K4V4XQR12CXFXYGLFNGVUII","ЕК","Chrome","oskgt0kkV8KJPYMb","Thank you!","false","IteratedNarration_Pilot03",3,1528736251468,2,"IteratedNarration_Pilot03","No","Female",2,"English","Windows","A couple checked on their beehives and found that they were all destroyed.","Mon Jun 11 2018 12:41:23 GMT-0400 (Eastern Daylight Time)",1528735283026,"December 2017, a couple in Iowa checked on their 50 beehives that they had when they found out a very tragic incident. Someone had trashed their entire place and killed the bee's","bees",16.1407,1,"reproductionDemo"
13,90,84,28,"Yes","39LNWE0K4V4XQR12CXFXYGLFNGVUII","ЕК","Chrome","W7DjJeTvpytE2TPr","Thank you!","false","IteratedNarration_Pilot03",3,1528736251468,2,"IteratedNarration_Pilot03","No","Female",3,"English","Windows","A woman tried to get on a flight but she did not have her passport. She tried to hide her face to get on but was caught and charged with trespassing.","Mon Jun 11 2018 12:41:23 GMT-0400 (Eastern Daylight Time)",1528735283026,"A woman who was 66 years old tried to get on a flight but didn't have a passport.  She tried to hide her face so she could get on, but ultimately she got charged with trespassing.","flight",16.1407,2,"reproductionDemo"
12,131,122,45,"Yes","33M4IA01QH920UYG7PKTWFLA4UWRXC","ЕК","Chrome","wFTjCWZ56UulTVGz","no problems","false","IteratedNarration_Pilot03",2,1528736232481,2,"IteratedNarration_Pilot03","No","Male",1,"English","Windows","A 66 year old women snuck onto a flight from Chicago to London. She then tried but failed to get on a flight to Connecticut. She was eventually caught by British customs and sent back to the United States.","Mon Jun 11 2018 12:51:35 GMT-0400 (Eastern Daylight Time)",1528735895025,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",5.62426666666667,1,"reproductionDemo"
12,116,122,45,"Yes","33M4IA01QH920UYG7PKTWFLA4UWRXC","ЕК","Chrome","GmhwxCJsnqAm6zr3","no problems","false","IteratedNarration_Pilot03",2,1528736232481,2,"IteratedNarration_Pilot03","No","Male",3,"English","Windows","A couple who owned some beehives found them smashed up doing $60k worth of damage. Two boys 12 and 13 years old were charged with the crime.","Mon Jun 11 2018 12:51:35 GMT-0400 (Eastern Daylight Time)",1528735895025,"A couple owned some beehives, but found that they were smashed up and all of the bees were now dead. Two boys who were aged 12 and 13 were charged with the crime and there was an estimated $60k worth of damage.","bees",5.62426666666667,2,"reproductionDemo"
11,323,253,26,"Yes","3MH9DQ757XKJU0V7M9FUD48Z833UGQ","ЕК","Chrome","3bTcdjYybLWItxzB","Great pay, please continue to pay at this good of a rate or better, MTurk needs more ethical requesters like you. Thanks a lot","false","IteratedNarration_Pilot03",1,1528736226160,2,"IteratedNarration_Pilot03","No","Male",2,"English","Windows","An Iowan couple kept bees, and found their bees smashed one day. A couple of 12 year old boys were responsible for the damage, and faced criminal charges, including fines and up to 10 years in prison.","Mon Jun 11 2018 12:54:01 GMT-0400 (Eastern Daylight Time)",1528736041182,"A couple from Iowa kept bees and one day saw their bees were all smashed up.  Some 12 year old boys were later charged with all the damages caused.  They are minors so aren't being charged as adults, but still face hefty fines and up to 10 years in prison.","bees",3.08296666666667,1,"reproductionDemo"
11,289,253,26,"Yes","3MH9DQ757XKJU0V7M9FUD48Z833UGQ","ЕК","Chrome","AEBlCauZoQcKDBVr","Great pay, please continue to pay at this good of a rate or better, MTurk needs more ethical requesters like you. Thanks a lot","false","IteratedNarration_Pilot03",1,1528736226160,2,"IteratedNarration_Pilot03","No","Male",2,"English","Windows","A woman slipped through airport security and boarded a plane, and checked out during the screening. She could face time if convicted.","Mon Jun 11 2018 12:54:01 GMT-0400 (Eastern Daylight Time)",1528736041182,"A woman slipped through a airport security and boarded the plane and also checked out during screening. The woman could be fined and convicted for charges.","flight",3.08296666666667,2,"reproductionDemo"
10,287,232,29,"Yes","3Z2R0DQ0JIMCQAQEXUF07ISVCW52EZ","ЕК","Chrome","dtJAGtlQsDvi3x2X",NA,"false","IteratedNarration_Pilot03",3,1528736087443,1,"IteratedNarration_Pilot03","No","Male",1,"English","Windows","An older woman trespassed through airport security without a ticket and boarded a plane that went from Chicago to London. She was stopped and told to sit down in the terminal area. She then spent the night there and then boarded a flight the next day at an international gate. She flew into London and then was detained by customs in London, where she was then returned back to the United States and charged with theft and trespassing.","Mon Jun 11 2018 12:49:49 GMT-0400 (Eastern Daylight Time)",1528735789168,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",4.97125,1,"reproductionDemo"
10,239,232,29,"Yes","3Z2R0DQ0JIMCQAQEXUF07ISVCW52EZ","ЕК","Chrome","GmhwxCJsnqAm6zr3",NA,"false","IteratedNarration_Pilot03",3,1528736087443,1,"IteratedNarration_Pilot03","No","Male",2,"English","Windows","A couple owned some beehives, but found that they were smashed up and all of the bees were now dead. Two boys who were aged 12 and 13 were charged with the crime and there was an estimated $60k worth of damage.","Mon Jun 11 2018 12:49:49 GMT-0400 (Eastern Daylight Time)",1528735789168,"On a December day a few years ago a couple went to check on their beehives. They discovered someone had smashed their bee hives and caused all their bees to perish. There was 60,000 dollars in damages done to their property. Two boys, 12 and 13 ended up being charged with the crime.","bees",4.97125,2,"reproductionDemo"
9,378,343,30,"Yes","3B3WTRP3DCAVVEZXPJZEF4RKLZP29P","ЕК","Chrome","ZMwEp4se8mvQ7v1Q","thanks for the study","false","IteratedNarration_Pilot03",3,1528736045561,2,"IteratedNarration_Pilot03","No","Male",2,"English","Windows","An older woman slipped past security at chicago airport. She took a flight to london but was caught by security. She was sent back and was charged for theft and misdemeanor.","Mon Jun 11 2018 12:50:35 GMT-0400 (Eastern Daylight Time)",1528735835403,"An older lady managed to slip through the security in the Chicago airport and took a flight to London. There she was detained by authorities there and she was sent back to the United States where she was charged with theft and misdemeanor.","flight",3.50263333333333,1,"reproductionDemo"
9,336,343,30,"Yes","3B3WTRP3DCAVVEZXPJZEF4RKLZP29P","ЕК","Chrome","mJuhmC1erXP8pJnM","thanks for the study","false","IteratedNarration_Pilot03",3,1528736045561,2,"IteratedNarration_Pilot03","No","Male",2,"English","Windows","One day a beekeeper wakes up to see his beehives damaged. His equipment where turned over and there was 50000 dollars in damage. Two boys aged 12 and 13 were responsible and charged under juvenile court. They could potentially face 10 years in jail.","Mon Jun 11 2018 12:50:35 GMT-0400 (Eastern Daylight Time)",1528735835403,"One morning beekeepers wake up to find most of their bees dead. The equipment was smashed up and tipped over. There was $50,000 in property damage. Two boys were arrested ages 12 and 13. Since they are minors they are being charged in juvenile court. They are facing up to 10 years in prison.","bees",3.50263333333333,2,"reproductionDemo"
8,NA,221,49,"Yes","3PZDLQMM0UTXTC601395HUSSRKS2C6","ЕК","Chrome","yA48DHUo26aD4VWz","Thanks","false","IteratedNarration_Pilot03",2,1528736013045,1,"IteratedNarration_Pilot03","No","Female",1,"english","Mac","An Iowa couple went to check on their 50 beehives. They discovered that they had been overturned and ripped apart. Equipment was smashed. Half a million bees had been killed and there was $60,000 in damages. Two boys, aged 12 and 13, were found to be responsible. Since they are minors they will be charged in juvenile court. They could get up to $10,000 in fines and 10 years in prison.","Mon Jun 11 2018 11:45:01 GMT-0500 (CDT)",1528735501639,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",8.52343333333333,1,"reproductionDemo"
8,NA,221,49,"Yes","3PZDLQMM0UTXTC601395HUSSRKS2C6","ЕК","Chrome","A07vGTLEt6MjvtQn","Thanks","false","IteratedNarration_Pilot03",2,1528736013045,1,"IteratedNarration_Pilot03","No","Female",1,"english","Mac","A 66 year old woman got through airport security and took a flight from Chicago to London. She did not have a airline ticket or a passport. Once in Chicago she hid her face with her hair and snuck by security officers who were checking boarding passes. She was screened and tried to board another flight, but did not make it. She stayed overnight in the airport and in the morning took a shuttle to international flights. She got on a flight but was stopped by custom officials. She was sent back to the U.S. and was charged.","Mon Jun 11 2018 11:45:01 GMT-0500 (CDT)",1528735501639,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",8.52343333333333,2,"reproductionDemo"
