submission_id,LoadT_main,LoadT_submit,age,author,browser,chain,comments,deadend,description,endTime,experiment_id,generation,languages,os,reproduction,startDate,startTime,story_text,story_title,student_id,timeSpent,trial_number,trial_type
101,901,943,26,EK,Chrome,7oeff4GcFoSutDtw,Was the third even a sentence? That one confused me.,false,IteratedNarrationDemoPilot,1527089751886,IteratedNarrationDemo,5,German,Mac,A 66 years old women wanted to go by plane from Chicago to London but she unfortunately does not have a passport. Still she tries but gets noticed by a worker who then kicks her out of the airport. The woman is now accused of trespassing.,Wed May 23 2018 11:37:31 GMT+0200 (CEST),1527068251971,"66 years old woman wants to go from Chicago to London by plane, but she does not have a passport. On the airport she was caught by a worker and got kicked out. She is now on trial for trespassing.",flight,964383,358.33191666666664,2,reproductionDemo
101,1088,943,26,EK,Chrome,5yIoR4WJdN7mvuRH,Was the third even a sentence? That one confused me.,true,IteratedNarrationDemoPilot,1527089751886,IteratedNarrationDemo,7,German,Mac,for stealing something from the beekepers,Wed May 23 2018 11:37:31 GMT+0200 (CEST),1527068251971,for stealing something from the beekeepers.,bees,964383,358.33191666666664,3,reproductionDemo
99,2864,1855,20,EK,Chrome,5PvSVOdmzbtPghnM,,true,IteratedNarrationDemoPilot,1527070491797,IteratedNarrationDemo,7,german,Windows,from writing with one of the soldiers.,Wed May 23 2018 12:08:48 GMT+0200 (Mitteleuropäische Sommerzeit),1527070128569,"from fighting with one of the soldiers.\n(just writing  what i just read..)",bartlett,973257,6.0538,1,reproductionDemo
99,1133,1855,20,EK,Chrome,d7ypmz7Ji8WiEFxr,,false,IteratedNarrationDemoPilot,1527070491797,IteratedNarrationDemo,6,german,Windows,"on the 14th January of 2017 a 66 years old woen flew from Newyork to Chicago without paying for her ticket. She took another plane to Conneticat without paying for her ticket. After the police caught her another time, she was send home without paying for her ticket.",Wed May 23 2018 12:08:48 GMT+0200 (Mitteleuropäische Sommerzeit),1527070128569,on the 14th of January 2017 a 66-year old woen flew from Cicago to Newyork without paying for her ticket. She tried to book a ticket to Conetticut. Getting caught a second time the police sent her home to Chicago by plane without paying for her ticket.,flight,973257,6.0538,2,reproductionDemo
99,1753,1855,20,EK,Chrome,E3xtzZeyvDyVkvah,,false,IteratedNarrationDemoPilot,1527070491797,IteratedNarrationDemo,6,german,Windows,"In 2017, beehives were broken by two 13 and 14 year old boys. Almost half a million bees died. A punishment for this can be up to 10 years prison.",Wed May 23 2018 12:08:48 GMT+0200 (Mitteleuropäische Sommerzeit),1527070128569,"In 2017, beehives were broken by two 13 and 14 year old boys. Half a million bees died. A punishment for this can be 10 years prison.",bees,973257,6.0538,3,reproductionDemo
97,15423,781,24,EK,Chrome,LKc62sb71oswZ6x4,,false,IteratedNarrationDemoPilot,1527065634231,IteratedNarrationDemo,6,German,Mac,"Two men are going home, they are approached and asked if they want to fight, one of them refuses and leaves, the other agrees. They fight indians, many people die. One man claims that the indians have been shot. He later dies with something black coming out of his mouth.",Wed May 23 2018 10:47:54 GMT+0200 (CEST),1527065274583,"Two men walking. They meet five other men who ask them if they want to fight. One says no and goes home, the other one says yes and goes with them. They fight Indians and many people die. One man says the Indians were shot. The next day, he dies with something black leaving his mouth.",bartlett,964558,5.994133333333333,1,reproductionDemo
97,841,781,24,EK,Chrome,Ap545tdVh7Xo0qlh,,true,IteratedNarrationDemoPilot,1527065634231,IteratedNarrationDemo,7,German,Mac,"A family lost their beehives, worth 60000. Because they were minor, they did not go to jail.",Wed May 23 2018 10:47:54 GMT+0200 (CEST),1527065274583,"A family lost there beehives. The loss were about 60000 $. Because they were minor, they didn't go to prison.",bees,964558,5.994133333333333,2,reproductionDemo
97,397,781,24,EK,Chrome,QDPZfpV5QqWAEDme,,false,IteratedNarrationDemoPilot,1527065634231,IteratedNarrationDemo,6,German,Mac,"An old woman tries to sneak on a plane without a ticket in chicago airport. She has tried this without success a day before with a plane to London. The plane would go to connecticut, but she is caught and send to prison.",Wed May 23 2018 10:47:54 GMT+0200 (CEST),1527065274583,"A 66 year old woman snuck into a plane from Chicago to London on January 18th 2017 without a Ticket or a passport. A day before she tried the same with a flight to Connecticut. When she was caught, she was sent back to the US and was prisoned.",flight,964558,5.994133333333333,3,reproductionDemo
96,323,941,,EK,Chrome,E3xtzZeyvDyVkvah,,false,IteratedNarrationDemoPilot,1527025180890,IteratedNarrationDemo,5,,Windows,"In 2017, beehives were broken by two 13 and 14 year old boys. Half a million bees died. A punishment for this can be 10 years prison.",Tue May 22 2018 23:31:41 GMT+0200 (Mitteleuropäische Sommerzeit),1527024701457,"In 2017 beehives had been broken, suspectedly by two 13 and 14 year old boys. Half a million bees died. Up to 10 years of jail can be a punishment for this.",bees,,7.99055,1,reproductionDemo
96,951,941,,EK,Chrome,LKc62sb71oswZ6x4,,false,IteratedNarrationDemoPilot,1527025180890,IteratedNarrationDemo,5,,Windows,"Two men walking. They meet five other men who ask them if they want to fight. One says no and goes home, the other one says yes and goes with them. They fight Indians and many people die. One man says the Indians were shot. The next day, he dies with something black leaving his mouth.",Tue May 22 2018 23:31:41 GMT+0200 (Mitteleuropäische Sommerzeit),1527024701457,"Two men walking. They meet five other men who ask them if they want to fight. One says no and goes home, the other one says yes and goes with them. they fight Indians and many people die. One man says the Indians were shot. The next day he dies with something black leaving his mouth.",bartlett,,7.99055,2,reproductionDemo
96,886,941,,EK,Chrome,QDPZfpV5QqWAEDme,,false,IteratedNarrationDemoPilot,1527025180890,IteratedNarrationDemo,5,,Windows,"A 66 year old woman snuck into a plane from Chicago to London on January 18th 2017 without a Ticket or a passport. A day before she tried the same with a flight to Connecticut. When she was caught, she was sent back to the US and was prisoned.",Tue May 22 2018 23:31:41 GMT+0200 (Mitteleuropäische Sommerzeit),1527024701457,A 66 year old woman snuck into an airplane from Chicago to London on 18th January 2017 without a ticket and a passport. A day before she tried the same wirh a flight to Connecticut but could not get in. After she got caught she was sent back to the US and prisoned,flight,,7.99055,3,reproductionDemo
95,1085,890,20,EK,Chrome,cszKw2w5ar5kP14z,,false,IteratedNarrationDemoPilot,1527024686039,IteratedNarrationDemo,5,german,Windows,"On January 15th, a 66 year old woman took a flight from Chicago to London.",Tue May 22 2018 23:21:25 GMT+0200 (Mitteleuropäische Sommerzeit),1527024085193,"On january 15 a 66 year old woman took a flight from Chicago to London. (After this, it was ""repeated"" with wrong spelling: chigao, lodon, etc)",flight,974860,10.0141,1,reproductionDemo
95,876,890,20,EK,Chrome,LKc62sb71oswZ6x4,,false,IteratedNarrationDemoPilot,1527024686039,IteratedNarrationDemo,4,german,Windows,"Two men walking. They meet five other men who ask them if they want to fight. One says no and goes home, the other one says yes and goes with them. they fight Indians and many people die. One man says the Indians were shot. The next day he dies with something black leaving his mouth.",Tue May 22 2018 23:21:25 GMT+0200 (Mitteleuropäische Sommerzeit),1527024085193,"Two men In E-something walking. Meeting five men in a canoue. Ask the two if they will come fighting. One says no and goes home, the other goes with them. They fight Indians and many people die. One says the Indians were shot. They go home. THe man tells he fought ghost people for he did not feel anything. On the next day he died, somethig black leaving his mouth.",bartlett,974860,10.0141,2,reproductionDemo
95,874,890,20,EK,Chrome,rmWM7yMYXBbASNFR,,true,IteratedNarrationDemoPilot,1527024686039,IteratedNarrationDemo,7,german,Windows,"The young one dies, they left the old the young one.",Tue May 22 2018 23:21:25 GMT+0200 (Mitteleuropäische Sommerzeit),1527024085193,"The young one died, they left the young the old one (whatever that may mean...).",bees,974860,10.0141,3,reproductionDemo
94,13230,649,19,EK,Firefox,LKc62sb71oswZ6x4,,false,IteratedNarrationDemoPilot,1527023805989,IteratedNarrationDemo,3,german,Windows,"Two men In E-something walking. Meeting five men in a canoue. Ask the two if they will come fighting. One says no and goes home, the other goes with them. They fight Indians and many people die. One says the Indians were shot. They go home. THe man tells he fought ghost people for he did not feel anything. On the next day he died, somethig black leaving his mouth.",Tue May 22 2018 23:07:49 GMT+0200,1527023269834,"Two men from Egulac heard war cries and and went to a river where they met 5 other men in a canoe. They were asked to join them to fight. While one man rejected the offer and stayed, the other man went with the other people in the canoe to the fight scene. There they fought with Indians and many people were killed on both sides. After the fight another man said that the Indians were shot and then they went back. When the man arrived back at home he reported that he fought with ghost people because he hadn't noticed anything and didn't feel sick. At the sunrise he broke down, something black came out of his mouth and he died.",bartlett,972308,8.935916666666667,1,reproductionDemo
94,645,649,19,EK,Firefox,S6FiYqgxmuEkQ4vY,,false,IteratedNarrationDemoPilot,1527023805989,IteratedNarrationDemo,4,german,Windows,In december 2017 a couple from Iowa noticed their beehives were flipped over. Half a milion bees died and the damage was 60000 Dollar. Two boys (12 and 13) were at fault. They were arrested. They got another punishment and had to pay for the damage and went to prison even though they were minors.,Tue May 22 2018 23:07:49 GMT+0200,1527023269834,"In December 2017, a couple from Iowa discovered that their beehives were flipped over. Half a million bees died and there was a damage of 60,000 dollars. Two boys (12 and 13 years old) were arrested, got another punishment and had to repay the damage and were sentenced to 5 years of prison even though they were minor.",bees,972308,8.935916666666667,2,reproductionDemo
94,663,649,19,EK,Firefox,d7ypmz7Ji8WiEFxr,,false,IteratedNarrationDemoPilot,1527023805989,IteratedNarrationDemo,5,german,Windows,on the 14th of January 2017 a 66-year old woen flew from Cicago to Newyork without paying for her ticket. She tried to book a ticket to Conetticut. Getting caught a second time the police sent her home to Chicago by plane without paying for her ticket.,Tue May 22 2018 23:07:49 GMT+0200,1527023269834,"On 14 January 2018, a 66-year old woman flew from Chicago to New York without a ticket. She then tried to book a ticket to Connecticut, but after having been caught the second time, police arrested her and send her to a flight back to Chicago, without paying for her ticket.",flight,972308,8.935916666666667,3,reproductionDemo
93,12734,1660,20,EK,Chrome,LKc62sb71oswZ6x4,,false,IteratedNarrationDemoPilot,1527017033194,IteratedNarrationDemo,2,German,Windows,"Two men from Egulac heard war cries and and went to a river where they met 5 other men in a canoe. They were asked to join them to fight. While one man rejected the offer and stayed, the other man went with the other people in the canoe to the fight scene. There they fought with Indians and many people were killed on both sides. After the fight another man said that the Indians were shot and then they went back. When the man arrived back at home he reported that he fought with ghost people because he hadn't noticed anything and didn't feel sick. At the sunrise he broke down, something black came out of his mouth and he died.",Tue May 22 2018 21:07:50 GMT+0200 (Mitteleuropäische Sommerzeit),1527016070449,"One night two men from Egulac went down to the river to hunt seals. When they were there it became foggy and calm. They heard war-cries and thought this must be a war-party. They went to the shore and hit behind a log when a canoe with 5 people arrived. The people said ""We are going down the river to make war on the people there. Do you want to come with us?""\n""I don't have arrows"" one of the two men said. ""Arrows are in the canoe"" said one of the canoe people. ""I won't come along with you. I'm alone here and if I go with you and something happens to me, my relatives won't know where I have gone. But you could go with them"", he said to the other man. So one of the two men stayed behind and went home, while the other went with the men in the canoe down the river behind Kalama. The people there came down to the water to fight and many were killed. The man heard one of the other men say ""The Indian has been shot, let's go"". He hadn't noticed anything and didn't feel sick, so he thought ""These people must be ghosts"". They went back to Egulac and there, the man went ashore and back home to make a fire. And he told everybody that he went down the river with the ghostpeople and had fought and many fellows as well as the people there had been killed. As the sun rose, the man fell forward, something black came out of his mouth and people cried. He was dead.",bartlett,,16.04575,1,reproductionDemo
93,1821,1660,20,EK,Chrome,Ap545tdVh7Xo0qlh,,false,IteratedNarrationDemoPilot,1527017033194,IteratedNarrationDemo,6,German,Windows,"A family lost there beehives. The loss were about 60000 $. Because they were minor, they didn't go to prison.",Tue May 22 2018 21:07:50 GMT+0200 (Mitteleuropäische Sommerzeit),1527016070449,In December 2017 a family lost their beehives. The loss was 60000$. The crime had been committed by two boys who were minor which is why they could not go to prison.,bees,,16.04575,2,reproductionDemo
93,2240,1660,20,EK,Chrome,Dz4Jslvvz2fvIdTk,,false,IteratedNarrationDemoPilot,1527017033194,IteratedNarrationDemo,5,German,Windows,"An old woman wants to take a flight but doesn't get permission because she misses a ticket and documents. After one night staying at the airport she takes the flight to London. When she came back to the US in January, she is accused of two crimes.",Tue May 22 2018 21:07:50 GMT+0200 (Mitteleuropäische Sommerzeit),1527016070449,"An old woman is trying to take a flight but she is not permitted as she doesn't have documents and a ticket. She stays at the airport for one night and the next day from a different terminal she takes off for London. In January, she back to the US and is charged for two crimes.",flight,,16.04575,3,reproductionDemo
92,1343,1172,21,EK,Chrome,rmWM7yMYXBbASNFR,,false,IteratedNarrationDemoPilot,1527012234411,IteratedNarrationDemo,6,"German, Danish",Windows,"The young one died, they left the young the old one (whatever that may mean...).",Tue May 22 2018 19:54:56 GMT+0200 (Mitteleuropäische Sommerzeit),1527011696282,"The young one died, they left the young the old one\n(whatever this means..)",bees,,8.968816666666667,1,reproductionDemo
92,452,1172,21,EK,Chrome,fP2DmesttnuSMqyf,,false,IteratedNarrationDemoPilot,1527012234411,IteratedNarrationDemo,5,"German, Danish",Windows,"Young men sit by the river. They hear sounds which they think might be war cries. They meet men in a canoe. The men ask them whether they want to join them in the canoe. One of them says he can not, because his family wouldn't know where he was. The other joins the men in the canoe. They then fight other people. Many of both parties die. Someone says the Indian might have died. The man returns home and at a fire tells his friend about his adventure. Black liquid comes out of his mouth and he dies. ",Tue May 22 2018 19:54:56 GMT+0200 (Mitteleuropäische Sommerzeit),1527011696282,"There are young men sitting by the river. They here sounds, that they think might be war cries. They meet men in a canoe. The man ask them if they want to join them. One can not. ""I can not go because my family will not know where I am."" The other one joins the men in the canoe. They fight other people. A lot of the others die, and a lot of their people die. One man says that the Indian has been injured. The man goes home. At a fire he tells his friends about his adventure. Black liquid comes out of his mouth and he dies.",bartlett,,8.968816666666667,2,reproductionDemo
92,1607,1172,21,EK,Chrome,d7ypmz7Ji8WiEFxr,,false,IteratedNarrationDemoPilot,1527012234411,IteratedNarrationDemo,4,"German, Danish",Windows,"On 14 January 2018, a 66-year old woman flew from Chicago to New York without a ticket. She then tried to book a ticket to Connecticut, but after having been caught the second time, police arrested her and send her to a flight back to Chicago, without paying for her ticket.",Tue May 22 2018 19:54:56 GMT+0200 (Mitteleuropäische Sommerzeit),1527011696282,"On January 14 2018, a 66-year old woman flew from Chicago to New York without a ticket. She tried to book a flight to Connecticut, but after being caught the second time, police officers arrested her and put her on a shuttle to take her to a flight back to Chicago without paying for her ticket.",flight,,8.968816666666667,3,reproductionDemo
91,1176,992,19,EK,Firefox,S6FiYqgxmuEkQ4vY,,false,IteratedNarrationDemoPilot,1527011601444,IteratedNarrationDemo,3,German,Windows,"In December 2017, a couple from Iowa discovered that their beehives were flipped over. Half a million bees died and there was a damage of 60,000 dollars. Two boys (12 and 13 years old) were arrested, got another punishment and had to repay the damage and were sentenced to 5 years of prison even though they were minor.",Tue May 22 2018 17:29:22 GMT+0200,1527002962936,"In December 2017 a couple from Iowa discovered that their beehives were flipped over. Half a million bees died and there was a damage of 60,000 Dollars. Three weeks later two boys (12 and 13 years) were arrested and charged to repay the damage, got another punishment and were sentenced to 10 years of prison even though they were minor.",bees,974664,143.97513333333333,1,reproductionDemo
91,1310,992,19,EK,Firefox,d7ypmz7Ji8WiEFxr,,false,IteratedNarrationDemoPilot,1527011601444,IteratedNarrationDemo,3,German,Windows,"On January 14 2018, a 66-year old woman flew from Chicago to New York without a ticket. She tried to book a flight to Connecticut, but after being caught the second time, police officers arrested her and put her on a shuttle to take her to a flight back to Chicago without paying for her ticket.",Tue May 22 2018 17:29:22 GMT+0200,1527002962936,"On January 14, 2018 a 66 year old women flew from Chicago to New York without a ticket. She tried to board a flight to Conncecticut, but after being stopped the second time police officers arrested her and put her in to a shuttle, which brought her to a flight back to Chicago without a ticket.",flight,974664,143.97513333333333,2,reproductionDemo
91,871,992,19,EK,Firefox,LKc62sb71oswZ6x4,,false,IteratedNarrationDemoPilot,1527011601444,IteratedNarrationDemo,1,German,Windows,"One night two men from Egulac went down to the river to hunt seals. When they were there it became foggy and calm. They heard war-cries and thought this must be a war-party. They went to the shore and hit behind a log when a canoe with 5 people arrived. The people said ""We are going down the river to make war on the people there. Do you want to come with us?""\n""I don't have arrows"" one of the two men said. ""Arrows are in the canoe"" said one of the canoe people. ""I won't come along with you. I'm alone here and if I go with you and something happens to me, my relatives won't know where I have gone. But you could go with them"", he said to the other man. So one of the two men stayed behind and went home, while the other went with the men in the canoe down the river behind Kalama. The people there came down to the water to fight and many were killed. The man heard one of the other men say ""The Indian has been shot, let's go"". He hadn't noticed anything and didn't feel sick, so he thought ""These people must be ghosts"". They went back to Egulac and there, the man went ashore and back home to make a fire. And he told everybody that he went down the river with the ghostpeople and had fought and many fellows as well as the people there had been killed. As the sun rose, the man fell forward, something black came out of his mouth and people cried. He was dead.",Tue May 22 2018 17:29:22 GMT+0200,1527002962936,"One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and cried. He was dead.",bartlett,974664,143.97513333333333,3,reproductionDemo
90,856,846,23,EK,Firefox,E3xtzZeyvDyVkvah,,false,IteratedNarrationDemoPilot,1527010844570,IteratedNarrationDemo,4,German,Windows,"In 2017 beehives had been broken, suspectedly by two 13 and 14 year old boys. Half a million bees died. Up to 10 years of jail can be a punishment for this.",Tue May 22 2018 19:34:12 GMT+0200,1527010452660,In 2017 beehives had been damaged. Half a million bees had died. The beehives had been damaged and equipment had been broken. Two boys (13 and 14) are suspected of causing the damage. 10 years jail can be expected for them.,bees,974066,6.531833333333333,1,reproductionDemo
90,824,846,23,EK,Firefox,WNCGbv5IzRGdXBFk,,true,IteratedNarrationDemoPilot,1527010844570,IteratedNarrationDemo,7,German,Windows,Two Indians went hunting. They met someone who told them to go to war. Only one agreed. Then they raided a village. One got shot and died. Something black came out of his mouth.,Tue May 22 2018 19:34:12 GMT+0200,1527010452660,2 Indians went to the river to hunt seals. they saw a canoe and hid from him in the canoe. He asked them to go to the war. One agreed and the other didn't. they raided a village. One got shot but he didn't feel anything as though he was a ghost. He died and something black came out of his mouth.,bartlett,974066,6.531833333333333,2,reproductionDemo
