"chain";"generation";"reproduction";"story_title"
"2HFGojXNxZKcfqEj";1;"In August 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. Turns out they were distributing pornographic material. They could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.";"scam_free"
"2HFGojXNxZKcfqEj";2;"In August 2015, a man and woman sent a link to draw in people. They were sending porn in a coffee shop. They may be acquitted though because the cameras that caught them were bad.";"scam_free"
"2HFGojXNxZKcfqEj";3;"In August 2015 a man and a woman sent a link to people to draw them in. They are setting them a link for porn, but may not get in trouble because the cameras they were using were bad.";"scam_free"
"2HFGojXNxZKcfqEj";4;"People were sending porn links to attract people, but because the cameras were so low quality, they may not get in trouble for it.";"scam_free"
"2HFGojXNxZKcfqEj";5;"People were sending porn links to other people in order to attract them. The images generated by the camera were so low-quality though that they may not get in trouble.";"scam_free"
"7klPub4fVaS25llR";1;"Thanks to a routine cargo check, Indonesian authorities were able to stop a smuggling attempt. They found 150 exotic birds stuffed into drain pipes which were sealed on each end by wire. The smuggling was likely attempted by an animal trafficking ring and would be sold in the US as pets for a profit of $250,000. Nearly a week later, four men were arrested as suspects -- each facing 5 years in prison and fines of $8000.";"smuggler_jail"
"7klPub4fVaS25llR";2;"An animal trafficking ring was stopped in Indonesia after a routine cargo check. They found exotic birds stuffed in drain pipes. These birds would have been sold in the US for profits up to $250,000. If the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.";"smuggler_jail"
"7klPub4fVaS25llR";3;"An animal trafficker was stopped in indonesia carrying very expensive birds. They would have to pay fines of up to 1000 if convicted.";"smuggler_jail"
"7klPub4fVaS25llR";4;"An animal trafficker in Indonesia was caught trafficking very expensive birds. They would have to pay a fine of up to $1000 if convicted.";"smuggler_jail"
"7klPub4fVaS25llR";5;"There was an Indonesian animal trafficker who trafficked rare birds. If he was convicted, the birds would have to pay a 1000 fine.";"smuggler_jail"
"81N1939JUQFeOfiX";1;"In late December of 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The beehives had been destroyed and the tools in their shed thrown everywhere, causing about $60,000 worth of damages. Three weeks later, police arrested two boys (12 and 13 years old) for, allegedly, committing the crime. The boys were charged with three different things. Since they were still minors, they were tried in juvenile court and face up to 10 years in prison and a $10,000 fine. However, police say that the allegations against the boys may not be enough to determine that they are guilty.";"bees_free"
"81N1939JUQFeOfiX";2;"In late December of 2017, a couple discovered their 30 beehives destroyed and their shed ransacked, which caused over $60,000 worth of damages. Weeks later, a 12 year old boy and a 13 year old boy were allegedly found at fault for the crime. Because they were minors, they were only in jail for a year and had to pay a $10,000 fine; however, this allegation is not enough to prove they were guilty.";"bees_free"
"81N1939JUQFeOfiX";3;"One day, a couple with 30 behives found their shed ransacked and the beehives destroyed which resulted in over 60k in damage. A boy and a girl who were both minors were sentenced to 10k in fines and only a year in jail, since they were minors.";"bees_free"
"81N1939JUQFeOfiX";4;"One day a couple's shed was destroyed that housed their 60 beehives, resulting in thousands of dollars in damages. A boy and girl were convicted and given a fine of $1000, but were given leniency since they were minors";"bees_free"
"81N1939JUQFeOfiX";5;"A couple's house was destroyed resulting in thousands of dollars of damage as their beehives were also messed up. Also, a boy and girl were charged with $1000 of damage but were let off because they were minors.";"bees_free"
"9E4pUgvvl3tImOlQ";1;"Since mid-April 2018, a region of Bulgaria, Germany has experienced acts of vandalism perpetrated by one or more people. The perpetrators have set a car, trashcans, and even a town house on fire. At its peak, there were 8 acts of arson in one night. The total cost of the damages is around $450,000. However, until police offered a reward of $6000 for every tip, they were not able to find the perpetrator(s). Recently, a crumpled black shirt at one of the scenes with a distinct pattern on it help identify the perpetrator. About a week ago, police arrested him, and based on all the evidence, there is very little doubt that he is guilty.";"arson_jail"
"9E4pUgvvl3tImOlQ";2;"Since mid-April 2018, a region of Bulgaria, Germany has faced several acts of vandalism on the part of one or more perpetrators. Those responsible for the crimes have set a car, trashcans, and even a townhouse on fire. At the peak of the incidents, there were 8 counts of arson in one night. Damages to this point amount to $450,000, but until police began offering a $6,000 reward for reliable tips, they were unable to catch the criminal. Recently, a crumpled black shirt with a distinctive pattern found at one crime scene has led police to arrest the alleged perpetrator. At this point there is overwhelming evidence against him, and it is very likely that the suspect in custody is guilty.";"arson_jail"
"9E4pUgvvl3tImOlQ";3;"In a region in Bulgaria, Germany since mid April 2018, several perpetrators have committed several acts of vandalism. They have done such things as burn cars, trash cans, etc. At the peak of their crimes, there have been 8 arsons in a single night. In total their crimes have amounted to more than $450 thousand in damages. Police have been unable to get any of the perpetrators until they began offering a $6,000 reward. Soon after, a distinctive crumpled black shirt was found at one of the crime scenes, at which point the police were able to pinpoint the perpetrator. The evidence stacked against this individual indicates that they are very likely guilty.";"arson_jail"
"9E4pUgvvl3tImOlQ";4;"In Bulgaria, there have been extreme acts of vandalism since April 2018. The peak of this chaos was 8 arson attacks that resulted in $450,000 worth of damage. After offering $6,000 in rewards, more people started to help find the criminals. The police had no clues to help them find the perpetuators until a black shirt was found at one of the crime scenes. This evidence can hopefully be traced back to the perpetuator.";"arson_jail"
"9E4pUgvvl3tImOlQ";5;"In Bulgaria, there were extreme acts of vandalism. These acts of vandalism cost up to $450,000 dollars in damage. The vandalizers were not caught until $6,000 rewards were offered for their capture. Eventually, a black shirt found at the crime scene served as evidence to find the guilty.";"arson_jail"
"9OCpD8EORQk0APJl";1;"In late December 2017, a couple in Iowa went to check on their beehives.  They found a tragic scene:  their hives had been overturned and their equipment and facilities had been ransacked.  A few weeks later, the police arrested a 12-y.o. and 13-y.o. for the crime.  They are charged with multiple offenses, with fines up to $100,000 and up to 10 years in prison, yet will be tried as minors.  The trial hasn't happened yet, but they seem guilty.";"bees_jail"
"9OCpD8EORQk0APJl";2;"In late December 2017, a couple in Iowa went to check on their beehives and were surprised to see that the hives were overturned and their equipment was ransacked. A 12 year old and a 13 year old were arrested and if found guilty, they will have to serve 10 years in jail. They seem to be guilty.";"bees_jail"
"9OCpD8EORQk0APJl";3;"In late December 2017, a couple found a beehive was destroyed. However, a 12 year old and a 13 year old were arrested, and if they were found guilty, they would serve 10 years in prison.";"bees_jail"
"9OCpD8EORQk0APJl";4;"A 12 and 13 year old suspected of destruction of a beehive were arrested. If found guilty, they face 10 years in jail.";"bees_jail"
"9OCpD8EORQk0APJl";5;"A 12 and 13 year old were arrested for destroying a beehive, and face up to 10 years of jail time.";"bees_jail"
"a7T0kUApOtWSgThu";1;"Thanks to a routine cargo check, the Indonesian police were able to prevent a smuggling attempt. They found 150 exotic birds stuffed into drain pipes. These animals were meant to be smuggled into the US where they would be sold as pets. The police arrested the four men and they face up to 5 years in prison";"smuggler_jail"
"a7T0kUApOtWSgThu";2;"Thanks to a routine cargo check, Indonesian police found exotic birds. The 150 exotic birds were found in drain pipes. They were supposed to be shipped off to the United States to be sold as pets. The police arrested four men, and they could face up to 5 years in prison.";"smuggler_jail"
"a7T0kUApOtWSgThu";3;"Thanks to a routine cargo check, the Indonesian police found 150 birds. These birds were hidden in drain pipes, and they were intended to be brought to America to be sold as pets. The police arrested four men, who could each face up to five years in prison.";"smuggler_jail"
"a7T0kUApOtWSgThu";4;"There were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to America.";"smuggler_jail"
"a7T0kUApOtWSgThu";5;"4 individuals were arrested for smuggling 150 birds to America.";"smuggler_jail"
"AL8EPVXO8ElXsE0S";1;"Jim Smith, a professor of Neuroscience at Corsen University is being charged with sexual harrassment. 11 women, all former graduate students, have come forward with allegations about him. These allegations include forced meetings at private homes, comments on female appearance, and hot tub parties which contain nudity. An investigation is based on the testimony of 100 colleges and acquaintances which relies on a history of inappropriate relationships with students. If found guilt, Prof Smith will be suspended indefinitely or perhaps fired.";"professor_jail"
"AL8EPVXO8ElXsE0S";2;"Jim Smith, a professor of Neuroscience at Corsen University, is being tried for sexual harassment.  11 women, all former graduate students, have come forward with allegations.  These allegations vary from private meetings at home to house parties with nudity to comments on female appearance.  100 colleges will offer evidence for the case.  If found guilty, Smith risks losing his job and other things.";"professor_jail"
"AL8EPVXO8ElXsE0S";3;"A man with the last name Smith is a professor of Neuroscience at a university and 11 females have come forward with stories of sexual assault. There stories vary from private meetings and stories at parties.";"professor_jail"
"AL8EPVXO8ElXsE0S";4;"Several women who are students of a neuroscience professor named Smith at a university have come forward with allegations of sexual assault, and say that these assaults took place during private meetings and parties.";"professor_jail"
"AL8EPVXO8ElXsE0S";5;"Several women who were students of a neuroscience professor at an university have come forward with allegations of sexual assault. They say the assaults took place during parties and private meetings.";"professor_jail"
"bfBumMzT7a0VNbCQ";1;"A professor called Smith has been accussed of sexual harrassment by many people. The allegations include patterns of predatory behaviour on Smith's behalf, including forcing private meetings and hot tub parties with students, as well as quid pro quo sexual relations with grad students. If Smith is found guilty of these charges then he may be suspended or even fired, which is rare for a tenured professor.";"professor_jail"
"bfBumMzT7a0VNbCQ";2;"Professor smith has serious sexual harassment allegations against him. He has been in hot tubs with younger students and partaken in lude activities from grad students. Should he be convicted it will be a rarity for a tenured professor.";"professor_jail"
"bfBumMzT7a0VNbCQ";3;"Professor smith has been accused of sexual harassment, as he's been witnessed with younger students and grad students.";"professor_jail"
"bfBumMzT7a0VNbCQ";4;"Professor Smith has been accused of sexual harassment based on evidence that people have witnessed him (sexually?) with younger students.";"professor_jail"
"bfBumMzT7a0VNbCQ";5;"Professor Smith has been accused of sexual harassment by people who have allegedly caught him in the act.";"professor_jail"
"BsdiuDZbJFgAmb3A";1;"A scam email was sent out to thousands of people in spain declaring that the recipients had infringed copyright by distributing pornographic content and were now required to pay an $11,000 fine. Ultimately, about 5% of the recipients paid the scammers, resulting in a net profit of about $17 million for them. Weeks later, the emails were traced to an internet cafe and security footage was probed to arrest a man and a woman who are suspected of the crime. However, the footage was not clear.";"scam_free"
"BsdiuDZbJFgAmb3A";2;"A scam email was sent to thousands of people in Spain accusing the recipients of infringing copyright by distributing pornographic material, and demanded a $11,000 fine. Of the recipients, 5% actually paid the fine, resulting in a net profit of $17,000 to the senders of the email. Weeks later, the email was traced back to a cafe where footage found a man and a woman, who were thought to be responsible for the scam. However, the footage was not clear.";"scam_free"
"BsdiuDZbJFgAmb3A";3;"There was a scam in Spain where an email was sent asking for 11K for something to do with pornographic materials. There is a couple that is suspected to have done it but the footage that spotted them in a cafe isn't clear.";"scam_free"
"BsdiuDZbJFgAmb3A";4;"There is a scam in spain that asked for 11K in relation to some sort of pornographic materials. There were reports of a couple being suspected in this case, but the footage they found of them in a cafe is not clear.";"scam_free"
"BsdiuDZbJFgAmb3A";5;"There was a scam in Spain that was related to pornographic material. It involved 11k and there's footage of the couple at the Cafe but they're not sure.";"scam_free"
"dFldvCr6UePGCwtX";1;"Thanks to a routine cargo check, Indonesian police were able to prevent a recent smuggling attempt. They discovered 150 exotic birds stuffed into a pipe sealed by wire at each end. The shipment had an estimated total worth of $250,000. Four men were arrested for purportedly committing the crime. If found guilty, they face up to 7 years in prison and an $8,000 fine. However, all of the men appear to have an alibi, and it is unlikely that they committed the crime.";"smuggler_free"
"dFldvCr6UePGCwtX";2;"Thanks to a routine cargo check, Indonesian police have stopped an attempt at smuggling 150 exotic birds into the country. The birds were stuffed in a pipe sealed with wire at each end, and the shipment would've been worth about $250,000. The four men currently charged with the smuggling attempt face 7 years in prison and an $8,000 fine. However, each man has an alibi, and it is unlikely that they had anything to do with the purported smuggling attempt.";"smuggler_free"
"dFldvCr6UePGCwtX";3;"Indonesian police have stopped an attempted smuggling of exotic birds into the country. The birds were stuffed in a pipe with wire taped to the ends. The shipment would have been worth $250,000 dollars. The four men accused of the smuggling face up to 7 years in prison and an $8,000 fine. However, each guy has an alibi and it is unlikely that they had anything to do with the smuggling.";"smuggler_free"
"dFldvCr6UePGCwtX";4;"Exotic birds were caught being smuggled in.  Men may face close to a decade in prison.  However, it suspects unlikely guilty since they have alibis.";"smuggler_free"
"dFldvCr6UePGCwtX";5;"Five men were accused of smuggling birds; however, they will be not guilty because they have alibis.";"smuggler_free"
"eU3nwUBrKXAOhZDn";1;"A professor in the neuroscience department was accused of sexual misconduct. Apparently, the professor had received sexual favors in return for quid pro quo actions, and had participated in unprofessional acts. Investigations are underway by an external firm, and if the professor is found to be guilty of these actions, he may be suspended or even fired, which is rare for a tenured professor. However, the testimonies of about 100 students, which this investigation is based off of, may be less reliable than previously thought.";"professor_free"
"eU3nwUBrKXAOhZDn";2;"A professor has been accused of sexual misconduct. He has performed sexual favors. An external firm is conducting an investigation, and if found guilty, this professor could be suspended or even fired, which is rare for a tenured professor. However, the testimony of 100 students, of which this is based on, may not be as strong as previously thought.";"professor_free"
"eU3nwUBrKXAOhZDn";3;"A tenure professor is accused of sexual misconduct and is being investigated by an outside law firm. If found guilty, he will be arrested and discharged but testimony from 100 students might not be strong enough evidence.";"professor_free"
"eU3nwUBrKXAOhZDn";4;"A tenure professor is being accused of sexual misconduct and investigated by an outside law firm. If guilty, he will be discharged and let go, but it is unclear if 100 students' testimonies will be enough.";"professor_free"
"eU3nwUBrKXAOhZDn";5;"A professor with tenure was accused of sexual assault by over 100 of his students. It's unclear if that will be enough to convict him.";"professor_free"
"fmqv2eegACZcA9lj";1;"In December of 2017, a couple checked in on their collection of beehives to find that they had been destroyed. About a half million bees died and $60,000 in damage accrued. Three weeks later, police arrested two teenagers(12 and 13 years old) for the damage. They face juvenile detention and up to 10 years of prison if convicted. The police are in no rush to determine guilt as of now.";"bees_free"
"fmqv2eegACZcA9lj";2;"In December 2017, a couple checked on their beehives to find that about half a million of bees had been destroyed and they had lost $60,000 in property damage. The police suspected two teenagers (12 and 13 years old) who could face up to 10 years in prison if they are convicted. However, law enforcement is not in any rush to determine guilt.";"bees_free"
"fmqv2eegACZcA9lj";3;"Two teenagers were accused of destroying a couple's beehives which damaged their business and made them lose income. The police have not made any conclusions about the teenagers' guilt.";"bees_free"
"fmqv2eegACZcA9lj";4;"Two teens were accused on damaging a couple's beehives, thus damaging the couple's livelihood. The police have not made any assumptions about the teens' innocence or guilt.";"bees_free"
"fmqv2eegACZcA9lj";5;"Two teens have been accused of negatively impacting a couple's livelihood by destroying the couple's beehive. The police have not concluded whether these teens are guilty or not.";"bees_free"
"g68f2j0tIyuwyIOJ";1;"In December 2017, 50 beehives were destroyed resulting in damages of $60,000. The beehives were hacked apart and thrown from the shed resulting in the death of nearly 1/2 a million bees. The suspects, a 12 and 13 year old, are being charged and could face up to 10 months in juvie and fines of $10,000. Investigators remind that there isn't enough evidence yet to assume the boys guilty.";"bees_free"
"g68f2j0tIyuwyIOJ";2;"A 12 year old boy and 13 year old boy are suspects of damaging a bee hive. The damages cost $60,000 and the beehive was hacked apart and thrown from a shed. If the boys are found guilty, they may have to pay a fine up to $10,000 or serve time in juvie.";"bees_free"
"g68f2j0tIyuwyIOJ";3;"Two boys destroyed a beehive with damages costs of up to 60k. They could face fines of up to 10k or time in juvie.";"bees_free"
"g68f2j0tIyuwyIOJ";4;"Two boys damaged a beehive, with damages amounting to over 60k. The boys face fines of 10k and possibly juvie time.";"bees_free"
"g68f2j0tIyuwyIOJ";5;"Two boys damaged a beehive with damages up to 60k. The boys are facing charges of 10k and possible juvie time.";"bees_free"
"g8kP4jwlFW89Jt48";1;"A neuroscience professor at Corsen University allegedly has been involved in numerous sexual assault crimes. He committed acts such as commenting on women's bodies and nude hot-tub parties. Many women have come forward to testify and an independent law firm was hired to investigate. However, they have found that the facts are ambiguous and may not confirm the allegations.";"professor_free"
"g8kP4jwlFW89Jt48";2;"A neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. Even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous";"professor_free"
"g8kP4jwlFW89Jt48";3;"A neuroscience professor has been accused by multiple women of sexual misconduct. Even though several women have stated that he has commented on their bodies, an independent law firm has ruled that the evidence is too vague.";"professor_free"
"g8kP4jwlFW89Jt48";4;"A neuroscience professor has been accused of sexual misconduct. Even though several women have said that he has commented inappropriately on their bodies, an independent law firm has concluded that the accusations are too vague.";"professor_free"
"g8kP4jwlFW89Jt48";5;"Accusations of sexual misconduct by a professor was deemed too vague by a law firm.";"professor_free"
"GJbxXZWYp0ym0tTM";1;"In December, a couple discovered their beehives to be destroyed. The police have identified two suspects who have been charged of burglary and destruction of property. They are minors and therefore can be charged up to $10000.";"bees_jail"
"GJbxXZWYp0ym0tTM";2;"In December, two people discovered their beehives destroyed. The suspects were found by the police and were charged with destruction of property and breaking and entering. Since they are minors, they will be charged with a fine of $10,000.";"bees_jail"
"GJbxXZWYp0ym0tTM";3;"In December, two people found their beehives destroyed. The alleged suspects were minors and were charged with destruction of property.";"bees_jail"
"GJbxXZWYp0ym0tTM";4;"In December, two people found their beehives destroyed. The suspects were minors and were charged with destruction of property.";"bees_jail"
"GJbxXZWYp0ym0tTM";5;"Two individuals had their beehives destroyed, and the suspects are minors.";"bees_jail"
"GpyYMD6XKCOM0UoW";1;"In Dec 2017, $60k in damages was committed by two boys ages 12 and 13 who hacked beehives open. This destroyed the livelihood of the owners. They're still minors so they face time only in Juvie court.";"bees_free"
"GpyYMD6XKCOM0UoW";2;"In Dec 2017, $60K in damages was committed by two boys ages 12 and 13 who hacked beehives open.  This destroyed their owners' livelihood. They are still minors so they will only be tried in Juvie court.";"bees_free"
"GpyYMD6XKCOM0UoW";3;"In Dec 2017, $60k of damage was inflicted by a 12 and a 13-year-old who hacked open beehives. They destroyed the owner's livelihood. They are still minors so they will be tried in Juvie court.";"bees_free"
"GpyYMD6XKCOM0UoW";4;"In December of 2017, a 12 and 13 year old inflicted $60,000 worth of damage on beehives by hacking at them. They destroyed someone's livelihood with this. Because they are under-18, they will be tried in juvie court.";"bees_free"
"GpyYMD6XKCOM0UoW";5;"Under 18 year olds wrecked someones lively hood";"bees_free"
"hgUS6zghVFghqMNq";1;"The Indonesian police were able to stop a smuggling attempt because they found exotic birds stuffed in a plastic drain pipe with both ends of the pipe closed. They think this was the result of a trafficking business. A week later the police arrested four suspects, who would have to serve 4-5 years in prison with a $8000 fine if found guilty. However, the case rests on an anonymous tip; therefore it is highly unlikely for any of them to be concluded as guilty.";"smuggler_free"
"hgUS6zghVFghqMNq";2;"Police found birds stuffed in drain pipes and due to an anonymous tip, they arrested 4 people on suspicion of trafficking. There is $4500 involved, however due to an anonymous tip and lack of evidence, they may not be convicted.";"smuggler_free"
"hgUS6zghVFghqMNq";3;"Some birds were found stuffed in a drain and police have arrested four suspects. Damages are $4500 but don't have enough to indict.";"smuggler_free"
"hgUS6zghVFghqMNq";4;"Some birds were found stuffed in a drain and police brought in for suspects. They report costs up to $4500 dollars but there is no evidence.";"smuggler_free"
"hgUS6zghVFghqMNq";5;"A nest of birds were found in a drain and police brought in for suspects. Costs were thousands of dollars";"smuggler_free"
"HuNoEaqPVE4NT9sZ";1;"In late December of 2017, a couple in Iowa discovered that their 50 beehives had been hacked apart and smashed, and equipment in their shed vandalized and thrown out. The incident caused the death of over half a million bees and around $60,000 in damages. Police recently arrested two boys, aged 12 and 13 years old, who are allegedly responsible for the crime. Because they are minors, they face a fine of up to $10,000 each and up to 10 years in juvenile detention. No charges have been officially pressed yet, but evidence points to them being responsible for the crime.";"bees_jail"
"HuNoEaqPVE4NT9sZ";2;"Late last year, there was a couple whose beehives were destroyed and garage was vandalized. Over half a million of the bees were killed. Two young teenage boys were arrested in connection to this crime, as evidence points heavily towards them, but they have not yet been formally charged with the crime.";"bees_jail"
"HuNoEaqPVE4NT9sZ";3;"Late last year, a couple's garage and beehives were vandalized.  Over half a million bees died.  Two teenage boys have been arrested in conjunction with the crime, but they haven't been charged yet.";"bees_jail"
"HuNoEaqPVE4NT9sZ";4;"Two teenage boys have been arrested under suspicion of vandalizing a couple's beehive. This action caused the death of millions of bees. These boys have not yet been charged with the crime.";"bees_jail"
"HuNoEaqPVE4NT9sZ";5;"Two teenage boys were arrested for vandalising a couple's beehive. The damage resulted in the death of millions of bees.";"bees_jail"
"iRxeJMaeHgEYZMPw";1;"Indonesian police were able to stop a smuggling attempt when they stopped a truck and found about 150 exotic birds being hidden in tubes to sell as pets. About a week later 4 men were arrested for their involvement in the exotic animal trafficking ring.";"smuggler_free"
"iRxeJMaeHgEYZMPw";2;"Indonesian police were able to stop a smuggling attempt when they stopped a truck containing 150 exotic birds that were hidden in tubes to sell as pets. About a week later 4 men were arrested for their involvement in the exotic animal smuggling ring.";"smuggler_free"
"iRxeJMaeHgEYZMPw";3;"Indonesian police stopped a smuggling of 150 exotic birds by pulling over the car with the animals that were going to be sold as pets.  A week later, 4 men were arrested in connection to this operation.";"smuggler_free"
"iRxeJMaeHgEYZMPw";4;"Indonesian police pulled over someone with 150 exotic animals that were going to be sold as pets. A week later, police had arrested 4 people who were involved in the plan.";"smuggler_free"
"iRxeJMaeHgEYZMPw";5;"Indonesian police arrested a person who had 150 exotic animals and planned to sell them as pets. Later on, 4 more people were arrested who helped out the original person.";"smuggler_free"
"ItHvKHdfGLmZkQdH";1;"Since mid-April 2018, a region in Bavaria, Germany has faced several arson incidents.  Trash cans, cars, and even a house have been lit on fire.  The damage is estimated to cost up to $450,000.  The police had to offer a $6,000 reward to solicit information from the public.  A crumpled up black t-shirt with a unique design may be a critical piece of evidence.  A 37-year-old man has been arrested in association with the incidents, and faces up to 8 years in prison for arson.  However, the police don't have very good evidence implicating the man currently charged.";"arson_free"
"ItHvKHdfGLmZkQdH";2;"In mid April 2018, a town in Germany suffered many arsons, which totaled up to $450,000 worth of damages. The police had to offer a $6000 reward for information from the public. A crumpled up black t-shirt became a key piece of evidence. Eventually, a 37 year old man was arrested. He may face up to 8 years in prison; however, there is not sufficient evidence to find him guilty of the arsons.";"arson_free"
"ItHvKHdfGLmZkQdH";3;"In Germany, arsons costing 450k pillaged the country. A $6000 reward was offered for information, and a black t-shirt led police to a man who could be sentenced to up to 8 years in prison, although police may not have adequate evidence to convict him.";"arson_free"
"ItHvKHdfGLmZkQdH";4;"A mythical army of arsons pillaged Germany and caused over $450k in damage. 6000 dollars was offered to capture the culprit, one of whom was believed to be a self-aware black t-shirt.";"arson_free"
"ItHvKHdfGLmZkQdH";5;"A mythological army invaded Germany causing extensive damage but one of the culprits was a black shirt.";"arson_free"
"JfldqUiFF7UgRKB2";1;"A professor in the neuroscience department at Corsen University named John Smith has been charged with sexual harassment by 11 of his former female graduate students.  Apparently, he made inappropriate comments about the way women dressed and held nude hot-tub parties with his students.  A third-party legal firm has been hired to investigate, and at this point over 100 people have testified regarding Prof. Smith's character.  It is possible he will be placed on leave or even fired, which is unheard of for tenured professors.";"professor_free"
"JfldqUiFF7UgRKB2";2;"A professor in the neuroscience department at Corsen University, John Smith, is facing sexual assault claims from 11 students. In the past, he has spoke inappropriately about women and held nude hot-tub parties with his students. A third party investigator has been hired and has interviewed 100 people about Smith's character. He may be forced to take leave or be fired, which is unheard of for a tenured professor.";"professor_free"
"JfldqUiFF7UgRKB2";3;"John Smith, a tenured neuroscience professor, is facing sexual harassment allegations from 11 students. He is reported as having nude hot tub parties with students and saying inappropriate things to his female students. A third party is investigating and Smith is facing the potential of being fired or forced to resign.";"professor_free"
"JfldqUiFF7UgRKB2";4;"John Smith, a neuroscience professor, is facing allegations of sexual misconduct from 11 students. Smith was accused of having nude hot tub parties with female students. Smith may be removed from his current position pending an investigation.";"professor_free"
"JfldqUiFF7UgRKB2";5;"John Smith, a Neuroscience professor, is facing sexual misconduct charges from 11 students.  Apparently, he would have nude hot tub parties with female students.";"professor_free"
"Jgw75Lq3wVFrLonM";1;"Some Internet users in Spain were notified that they were infringing laws by distributing pornographic content, demanding payment. However, these notifications were all part of a scam and later revealed as such. When the police investigated this issue, they were able to track down two individuals who had been at an Internet cafe. Footage of the two is deemed to be reliable.";"scam_jail"
"Jgw75Lq3wVFrLonM";2;"Some Internet users in Spain got notified saying they were breaking the law by distributing pornographic content and demanded payment. This was a scam and police tracked down two individuals at an internet cafe. There is footage that is reliable.";"scam_jail"
"Jgw75Lq3wVFrLonM";3;"Some internet users in Spain got notified that they were breaking the law by distributing pornographic content and money was demanded from them. This was a scam and police tracked down two individuals at an internet cafe.  There is footage that is reliable.";"scam_jail"
"Jgw75Lq3wVFrLonM";4;"In Spain, there were internet users who received notifications from some source that they were breaking the law by distributing pornographic material. The source demanded money but this turned out to be a scam. Police tracked the scammers to an internet cafe and have reliable footage as evidence.";"scam_jail"
"Jgw75Lq3wVFrLonM";5;"In Spain, internet users received notifications that they were breaking the law by distributing pornographic material. These notifications turned out to be a scam for money. Police have located the scammers at an internet cafe and have reliable footage as evidence.";"scam_jail"
"JstyGemDou1LRtMq";1;"Thanks to a routine cargo check, the Indonesian police were able to prevent a smuggling attempt.  They found about 150 exotic birds stored in plastic drain pipes on a cargo ship.  They suspect that the birds were intended to be sold in the US as pets, and are valued at ~$10,000 dollars.  Four men have been arrested, and face up to eight years in prison.  So far, the case has rested primarily on eye-witness testimonies, which have been inconsistent.";"smuggler_jail"
"JstyGemDou1LRtMq";2;"The police found that a truck was smuggling animals that were intended to be sold in the US as pets. The birds were estimated to be worth around $10000. Four people were arrested can be sentenced up to 8 years in prison.";"smuggler_jail"
"JstyGemDou1LRtMq";3;"Four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the US. They face up to 8 years in prison.";"smuggler_jail"
"JstyGemDou1LRtMq";4;"There were four perpetrators arrested for illegally smuggling a truck full of birds to be sold in the US as pets. The birds were meant to be sold for $10,000 each. The perpetrators each face up to 8 years in prison.";"smuggler_jail"
