"submission_id","LoadT_main","LoadT_submit","age","assess","assignmentId","author","browser","chain","comments","deadend","description","education","endTime","enjoyment","experiment_id","familiar","gender","generation","languages","os","reproduction","startDate","startTime","story_text","story_title","timeSpent","trial_number","trial_type"
21,283,64,24,"Yes","3H8DHMCCWAJ2FKG4Q5AK1WW4TNLDK4","ЕК","Chrome","36DBys83g2FWNAhG","Whoever wrote out those stories is either 7 years old or abysmally stupid.","false","IteratedNarration_Pilot05",2,1528822498710,1,"IteratedNarration_Pilot05","Yes_both","Female",3,"English","Windows","A couple went into their backyard one day and saw that all of their beekeping things and hives were destroyed. It turned out to be vandalism by a 13 year old and a 14 year old.","Tue Jun 12 2018 11:53:01 GMT-0500 (Central Daylight Time)",1528822381208,"a couple wemt to their backyard in ohio one day and saw that there bee farm was destoyed it turned out to be a 13 and 14 year old kid","bees",1.95836666666667,1,"reproductionDemo"
21,63,64,24,"Yes","3H8DHMCCWAJ2FKG4Q5AK1WW4TNLDK4","ЕК","Chrome","RHKk2PwiOkxYdLIW","Whoever wrote out those stories is either 7 years old or abysmally stupid.","true","IteratedNarration_Pilot05",2,1528822498710,1,"IteratedNarration_Pilot05","Yes_both","Female",4,"English","Windows","A woman tried to illegally board a plane by wearing a disguise, but it didn't work.","Tue Jun 12 2018 11:53:01 GMT-0500 (Central Daylight Time)",1528822381208,"a woman tried to board a plane without a ticket by wearing camoflauge but it dosnt wokr","flight",1.95836666666667,2,"reproductionDemo"
20,1165,474,32,"Yes","3UOUJI6MTEMUGMQXBJFY1Q8UBVQXUG","ЕК","Chrome","R3m1Jf54dDTiThfX",NA,"true","IteratedNarration_Pilot05",1,1528822128380,1,"IteratedNarration_Pilot05","No","Female",2,"English","Windows","There is this woman travelling from Chicago to London.  While she was travelling she noticed that security is after her.  So this slick woman tried hiding her face, thinking that they won't recognize her. Moral of the story, don't be like this woman.","Tue Jun 12 2018 11:28:10 GMT-0500 (Central Daylight Time)",1528820890811,"A woman tries to go from chichago to london but is trapped by the security. She does this by hiding her face. She though she could acutally do this.","flight",20.62615,1,"reproductionDemo"
20,455,474,32,"Yes","3UOUJI6MTEMUGMQXBJFY1Q8UBVQXUG","ЕК","Chrome","kOHYY8cKkooaJD2H",NA,"false","IteratedNarration_Pilot05",1,1528822128380,1,"IteratedNarration_Pilot05","No","Female",3,"English","Windows","Once upon a time there was a group of kids.  These kids were not smart.  They decide to mess with a beehive and kill the bees.  Little did they know that there is more than one bee and they are not afraid to sting you.","Tue Jun 12 2018 11:28:10 GMT-0500 (Central Daylight Time)",1528820890811,"Some kids killed a beehive and got in trouble","bees",20.62615,2,"reproductionDemo"
19,389,336,39,"Yes","3DYGAII7PMGXFKHP8JLCXCP26BBPQF","ЕК","Chrome","R3m1Jf54dDTiThfX",NA,"true","IteratedNarration_Pilot05",3,1528822075452,0,"IteratedNarration_Pilot05","No","Female",4,"english","Windows","A female was hiding from the law when she was going from Chicago to London when she noticed that she had been followed all along by a mysterious person. That person turned out to be an undercover cop who secretly hated law enforcement. He introduced himself and taught her various methods of avoiding capture.","Tue Jun 12 2018 09:44:16 GMT-0700 (Pacific Daylight Time)",1528821856568,"A female was hiding from the law when she was traveling from chicago to london","flight",3.64806666666667,1,"reproductionDemo"
19,359,336,39,"Yes","3DYGAII7PMGXFKHP8JLCXCP26BBPQF","ЕК","Chrome","PZlXfpIcS4pCFN9L",NA,"false","IteratedNarration_Pilot05",3,1528822075452,0,"IteratedNarration_Pilot05","No","Female",2,"english","Windows","Two boys smashed some bees and destroyed property and were facing significant fines for doing so. Luckily they were able to hide the evidence so that, when brought to trial, there wasn't enough to convict them with. After they were set free, they looked for all kinds of other mischief to get into and wound up getting away with raiding a farm and setting the animals free.","Tue Jun 12 2018 09:44:16 GMT-0700 (Pacific Daylight Time)",1528821856568,"Two boys smashed bees and damage property that causes $60,000 loss for owners.If they convicted they will have 10 years prison time and $10,000 fine","bees",3.64806666666667,2,"reproductionDemo"
18,321,246,36,"Yes","3J2UYBXQQMK1HLULCPSOC673Y2O06N","ЕК","Chrome","PZlXfpIcS4pCFN9L",NA,"false","IteratedNarration_Pilot05",3,1528821935030,2,"IteratedNarration_Pilot05","No","Female",1,"Telugu","Windows","Two boys smashed bees and damage property that causes $60,000 loss for owners.If they convicted they will have 10 years prison time and $10,000 fine","Tue Jun 12 2018 11:39:09 GMT-0500 (Central Daylight Time)",1528821549562,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",6.42446666666667,1,"reproductionDemo"
18,324,246,36,"Yes","3J2UYBXQQMK1HLULCPSOC673Y2O06N","ЕК","Chrome","HyNHvrlkYAANhtE3",NA,"true","IteratedNarration_Pilot05",3,1528821935030,2,"IteratedNarration_Pilot05","No","Female",4,"Telugu","Windows","when a woman entered the airplane for  free flight,but there were no seats left and she got caught right away.","Tue Jun 12 2018 11:39:09 GMT-0500 (Central Daylight Time)",1528821549562,"This woman entered the airplane hoping to catch a free flight. However, she didn't realize that there were no seats left and she got caught right away.","flight",6.42446666666667,2,"reproductionDemo"
17,329,287,27,"Yes","3TE3O85731G1ZEVJJ0Z06PRERNM2R7","ЕК","Chrome","LwgVMLJIAtyifFEh",NA,"false","IteratedNarration_Pilot05",4,1528821924248,2,"IteratedNarration_Pilot05","No","Female",2,"English","Mac","A woman tried to sneak onto a flight twice and was successful the second time. When she arrived in Britain she was arrested by customs.","Tue Jun 12 2018 11:40:06 GMT-0500 (CDT)",1528821606767,"A woman was attempting to sneak herself onto a different flight. She failed her first attempt, but succeeded on the next one. However, when she arrived in Britain, she was detained by Customs and was sent back to the US.","flight",5.29135,1,"reproductionDemo"
17,83,287,27,"Yes","3TE3O85731G1ZEVJJ0Z06PRERNM2R7","ЕК","Chrome","oU8tsnDSTP4tWwZu",NA,"false","IteratedNarration_Pilot05",4,1528821924248,2,"IteratedNarration_Pilot05","No","Female",1,"English","Mac","In December 2017, a couple from Iowa discovered that their 50 beehives had been destroyed, and the equipment in their shed had been thrown out and damaged beyond repair. Half a million bees were killed and there was $60,000 in property damage. A couple weeks later, two suspects (a 12- and 13-year old boy) were found and detained. They could face up to 10 years in juvenile prison and charged up to $10,000 in fees.","Tue Jun 12 2018 11:40:06 GMT-0500 (CDT)",1528821606767,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",5.29135,2,"reproductionDemo"
16,NA,680,35,"Confused","3JNQLM5FT5UQWG06EG24KDIFLVX2LH","ЕК","Chrome","AjvqxhffLQyHo5yg","no comment","false","IteratedNarration_Pilot05",2,1528821846302,1,"IteratedNarration_Pilot05","No","Female",1,"English","Windows","He knew that there are two boys of 12 and 13 years old accused in the juvenile court, where they will pay a fine of $ 10,000 and the worst thing is that they can be sentenced for 10 years if they are found guilty.\n\nEverything, because there was destruction of the property in 60,000 and the death of nothing more than half a million bees.\n\nThe investigations point to them as responsible, it is definitely something to pay close attention to.","Tue Jun 12 2018 12:20:49 GMT-0400 (Hora estándar del Atlántico)",1528820449124,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",23.2863,1,"reproductionDemo"
16,637,680,35,"Confused","3JNQLM5FT5UQWG06EG24KDIFLVX2LH","ЕК","Chrome","Setrwtr44tPyn6Y8","no comment","false","IteratedNarration_Pilot05",2,1528821846302,1,"IteratedNarration_Pilot05","No","Female",2,"English","Windows","Incredible, a woman who travels, without a passport and without a flight; Nothing more and nothing less came to the United Kingdom, mocking the security of the airport, incredible","Tue Jun 12 2018 12:20:49 GMT-0400 (Hora estándar del Atlántico)",1528820449124,"A woman was able to fly to another country with no passport and no flight. She snuck through Security at Chicago O'Hare. She hid from the cameras and was able to sneak through. She tried to get a domestic flight, but was not successful. She was also caught by security and asked to stay. Somehow she was still able to sneak into the international terminal. She made it all the way to the UK before she was detained by the British authorities.","flight",23.2863,2,"reproductionDemo"
15,333,321,31,"Yes","3HUTX6F6VVVY2133R8IWCUM9G022OY","ЕК","Firefox","3FJshIyBYGd3qrcz",NA,"false","IteratedNarration_Pilot05",2,1528821463469,2,"IteratedNarration_Pilot05","No","Male",3,"english","Windows","in the early morning they noticed that the honey was gone. The suspects were in the village because they found bite-marks on some of them","Tue Jun 12 2018 09:34:46 GMT-0700 (Pacific Daylight Time)",1528821286597,"in the morning all honey was gone. at fault were some of villagers. they found them by bitemaks","bees",2.94786666666667,1,"reproductionDemo"
15,321,321,31,"Yes","3HUTX6F6VVVY2133R8IWCUM9G022OY","ЕК","Firefox","R3m1Jf54dDTiThfX",NA,"false","IteratedNarration_Pilot05",2,1528821463469,2,"IteratedNarration_Pilot05","No","Male",3,"english","Windows","A female was hiding from the law when she was traveling from chicago to london","Tue Jun 12 2018 09:34:46 GMT-0700 (Pacific Daylight Time)",1528821286597,"a woman tried to hide form security when going from chicago to london","flight",2.94786666666667,2,"reproductionDemo"
14,116,425,29,"Yes","3TAYZSBPLMGD0TVWYPZ5WZWADP52SV","ЕК","Chrome","RHKk2PwiOkxYdLIW",NA,"false","IteratedNarration_Pilot05",3,1528821384174,1,"IteratedNarration_Pilot05","No","Male",3,"english","Mac","a woman tried to board a plane without a ticket by wearing camoflauge but it dosnt wokr","Tue Jun 12 2018 09:34:46 GMT-0700 (PDT)",1528821286324,"lady tried to get in the plane without ticket. she used camouflage but failed","flight",1.63083333333333,1,"reproductionDemo"
14,97,425,29,"Yes","3TAYZSBPLMGD0TVWYPZ5WZWADP52SV","ЕК","Chrome","hD2eFxYnfqLFQTe0",NA,"true","IteratedNarration_Pilot05",3,1528821384174,1,"IteratedNarration_Pilot05","No","Male",2,"english","Mac","two boys 12 and 13 destroyed a bee farm and are facing jail time in juvenile court up to 1 years","Tue Jun 12 2018 09:34:46 GMT-0700 (PDT)",1528821286324,"Two 12 and 13 year old boys totally destroyed a beehive and the equipment of two bee owners, causing over 60,000 dollars worth of damage. They're facing charges of criminal mischief, burglary, and a bunch of other things. They'll be charged in juvenile court and could face up to 10 years in prison and fines of up to 10,000 dollars, but that doesn't do anything to restore the lives of the half a million bees that were destroyed in the attack on the bee farm.","bees",1.63083333333333,2,"reproductionDemo"
13,359,205,28,"Yes","3FIUS151DWA0PIUC24QD9P78ZXGGG8","ЕК","Chrome","HyNHvrlkYAANhtE3",NA,"false","IteratedNarration_Pilot05",3,1528821361225,1,"IteratedNarration_Pilot05","No","Female",3,"English","Mac","This woman entered the airplane hoping to catch a free flight. However, she didn't realize that there were no seats left and she got caught right away.","Tue Jun 12 2018 12:33:27 GMT-0400 (EDT)",1528821207835,"A lady snuck onto an airplane and got caught","flight",2.5565,1,"reproductionDemo"
13,59,205,28,"Yes","3FIUS151DWA0PIUC24QD9P78ZXGGG8","ЕК","Chrome","hD2eFxYnfqLFQTe0",NA,"false","IteratedNarration_Pilot05",3,1528821361225,1,"IteratedNarration_Pilot05","No","Female",2,"English","Mac","Two boys, one 12 and one 13 destroyed a bee farm costing millions of dollars. They will be fined and go to prision, but the farmer has lost his beloved bee farm.","Tue Jun 12 2018 12:33:27 GMT-0400 (EDT)",1528821207835,"Two 12 and 13 year old boys totally destroyed a beehive and the equipment of two bee owners, causing over 60,000 dollars worth of damage. They're facing charges of criminal mischief, burglary, and a bunch of other things. They'll be charged in juvenile court and could face up to 10 years in prison and fines of up to 10,000 dollars, but that doesn't do anything to restore the lives of the half a million bees that were destroyed in the attack on the bee farm.","bees",2.5565,2,"reproductionDemo"
12,302,235,33,"Confused","31Z0PCVWULNL1U5HT1LQ2V94QO57T5","ЕК","Firefox","36DBys83g2FWNAhG",NA,"true","IteratedNarration_Pilot05",2,1528821254064,1,"IteratedNarration_Pilot05","No","Female",2,"English","Windows","Last winter a farming couple found 50 beehives smashed and their equipment destroyed. A short time later, two pre-teens were arrested for vandalism.","Tue Jun 12 2018 12:29:35 GMT-0400 (Eastern Daylight Time)",1528820975020,"In december 2017 a couple in Iowa checked on their farm of nearly 50 beehives to discover them smashed. Equipment had been broken, hives destoroyed, bees released. Totaled up to nearly $60,000 in damages. Three weeks later, two young boys (aged 12 and 13) were arrested for the vandalism, and charged in juvenile court for their ridiculous display. I wonder just how much they got stung.","bees",4.65073333333333,1,"reproductionDemo"
12,239,235,33,"Confused","31Z0PCVWULNL1U5HT1LQ2V94QO57T5","ЕК","Firefox","RHKk2PwiOkxYdLIW",NA,"true","IteratedNarration_Pilot05",2,1528821254064,1,"IteratedNarration_Pilot05","No","Female",2,"English","Windows","A senior citizen was able to pass through airport security at Chicago international airport earlier this year without a ticket or passport from Chicago to London. She was stopped when she tried to board the plane to Connecticut The next day she got on the plane to London was was stopped by British officers. She was sent back to the US and charged with theft and misdemeanor.\n\n","Tue Jun 12 2018 12:29:35 GMT-0400 (Eastern Daylight Time)",1528820975020,"January 15, 2018 a woman of 66 years old who did not have a ticket or passport went past the airport security in Chicago to London. She was able to enter the Chicago international airport on January 14. She did this by hiding her face with her hair, and passing two transportation security officers who were checking other passenger tickets. When she was checked, she tried to board the plane to Connecticut but failed. So she tried to sneak pass the officers, but was stopped. With no where to go, she stayed overnight at the airport and took a bus to the gate the next day. She got on the plane to Heathrow Airport which is in London but was stopped any further by British officers. She got back to the US on January 18, and was charged with theft and misdemeanor.","flight",4.65073333333333,2,"reproductionDemo"
11,656,110,29,"Yes","3TAYZSBPLMGD0TVWYPZ5WZWADP52SV","ЕК","Chrome","36DBys83g2FWNAhG",NA,"false","IteratedNarration_Pilot05",3,1528821253708,1,"IteratedNarration_Pilot05","No","Male",2,"english","Mac","a couple wemt to their backyard in ohio one day and saw that there bee farm was destoyed it turned out to be a 13 and 14 year old kid","Tue Jun 12 2018 09:31:56 GMT-0700 (PDT)",1528821116363,"In december 2017 a couple in Iowa checked on their farm of nearly 50 beehives to discover them smashed. Equipment had been broken, hives destoroyed, bees released. Totaled up to nearly $60,000 in damages. Three weeks later, two young boys (aged 12 and 13) were arrested for the vandalism, and charged in juvenile court for their ridiculous display. I wonder just how much they got stung.","bees",2.28908333333333,1,"reproductionDemo"
11,392,110,29,"Yes","3TAYZSBPLMGD0TVWYPZ5WZWADP52SV","ЕК","Chrome","R3m1Jf54dDTiThfX",NA,"false","IteratedNarration_Pilot05",3,1528821253708,1,"IteratedNarration_Pilot05","No","Male",2,"english","Mac","a woman tried to hide form security when going from chicago to london","Tue Jun 12 2018 09:31:56 GMT-0700 (PDT)",1528821116363,"A woman tries to go from chichago to london but is trapped by the security. She does this by hiding her face. She though she could acutally do this.","flight",2.28908333333333,2,"reproductionDemo"
10,285,272,35,"Yes","30ZX6P7VF93K1QC6BVQR4Y5NH6S2JF","ЕК","Chrome","RHKk2PwiOkxYdLIW",NA,"false","IteratedNarration_Pilot05",3,1528821211303,1,"IteratedNarration_Pilot05","No","Female",2,"english","Windows","lady tried to get in the plane without ticket. she used camouflage but failed","Tue Jun 12 2018 09:30:32 GMT-0700 (Pacific Daylight Time)",1528821032126,"January 15, 2018 a woman of 66 years old who did not have a ticket or passport went past the airport security in Chicago to London. She was able to enter the Chicago international airport on January 14. She did this by hiding her face with her hair, and passing two transportation security officers who were checking other passenger tickets. When she was checked, she tried to board the plane to Connecticut but failed. So she tried to sneak pass the officers, but was stopped. With no where to go, she stayed overnight at the airport and took a bus to the gate the next day. She got on the plane to Heathrow Airport which is in London but was stopped any further by British officers. She got back to the US on January 18, and was charged with theft and misdemeanor.","flight",2.98628333333333,1,"reproductionDemo"
10,64,272,35,"Yes","30ZX6P7VF93K1QC6BVQR4Y5NH6S2JF","ЕК","Chrome","3FJshIyBYGd3qrcz",NA,"false","IteratedNarration_Pilot05",3,1528821211303,1,"IteratedNarration_Pilot05","No","Female",2,"english","Windows","in the morning all honey was gone. at fault were some of villagers. they found them by bitemaks","Tue Jun 12 2018 09:30:32 GMT-0700 (Pacific Daylight Time)",1528821032126,"In Iowa a couple discovered that their beehive had been completely destroyed. This led to the loss of lives of many bees and destruction of property. In the search for who had done it, it turned out it was two young boys, around the age of 12. They had completely destroyed everything and were arrested for their crimes and to be tried as minors.","bees",2.98628333333333,2,"reproductionDemo"
9,NA,174,26,"Yes","3ZDAD0O1T2LFG9B8BEPOWUMSSHJXTP","ЕК","Chrome","UEjnPNDda3Ye4XPu","none","false","IteratedNarration_Pilot05",3,1528821206438,1,"IteratedNarration_Pilot05","No","Female",1,"English","Windows","A 66 year old woman managed to sneak out of the country without a passport or ticket and boarded a plane from Chicago to London. She managed to slip by passport control agents and they didn't even notice her! She tried to sneak home on a flight to Connecticut but was caught. She snuck away again and boarded a shuttle to another airport - even though you need a ticket and a passport to board it! - where she was detained by British customs officials. She arrived back in the US but they're rewarding her superb ninja skills with charges of theft and trespassing.","Tue Jun 12 2018 12:20:33 GMT-0400 (Eastern Daylight Time)",1528820433175,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",12.8877166666667,1,"reproductionDemo"
