"chain","deadend","generation","reproduction","story_text","story_title"
"RHKk2PwiOkxYdLIW","false",2,"lady tried to get in the plane without ticket. she used camouflage
but failed","January 15, 2018 a woman of 66 years old who did not have a ticket or passport went past the airport security in Chicago to London. She was able to enter the Chicago international airport on January 14.
She did this by hiding her face with her hair, and passing two transportation security officers who were checking other passenger tickets. When she was checked, she tried to board the plane to Connecticut
but failed. So she tried to sneak pass the officers, but was stopped. With no where to go, she stayed overnight at the airport and took a bus to the gate the next day. She got on the plane to Heathrow Airport
which is in London but was stopped any further by British officers. She got back to the US on January 18, and was charged with theft and misdemeanor.","flight"
"3FJshIyBYGd3qrcz","false",2,"in the morning all honey was gone. at fault were some of villagers.
they found them by bitemaks","In Iowa a couple discovered that their beehive had been completely destroyed. This led to the loss of lives of many bees and destruction of property. In the search for who had done it, it turned out it
was two young boys, around the age of 12. They had completely destroyed everything and were arrested for their crimes and to be tried as minors.","bees"
"UEjnPNDda3Ye4XPu","false",1,"A 66 year old woman managed to sneak out of the country without
a passport or ticket and boarded a plane from Chicago to London.
She managed to slip by passport control agents and they didn't
even notice her! She tried to sneak home on a flight to Connecticut
but was caught. She snuck away again and boarded a shuttle to
another airport - even though you need a ticket and a passport
to board it! - where she was detained by British customs officials.
She arrived back in the US but they're rewarding her superb ninja
skills with charges of theft and trespassing.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"hD2eFxYnfqLFQTe0","false",1,"Two 12 and 13 year old boys totally destroyed a beehive and the
equipment of two bee owners, causing over 60,000 dollars worth
of damage. They're facing charges of criminal mischief, burglary,
and a bunch of other things. They'll be charged in juvenile court
and could face up to 10 years in prison and fines of up to 10,000
dollars, but that doesn't do anything to restore the lives of
the half a million bees that were destroyed in the attack on the
bee farm.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"df2XhgoES7ENgDyk","false",1,"In December 2017 the couple in Iowa checked 50 beehives. They
found that the hives were torn apart and that their equipment
have been smashed. This killed half a million bees, and did $60,000
of damage to property. Three weeks later a 12 and 13 year old
boy were apparently responsible for the damage and arrested. They
were charged with criminal mischief, animal cruelty, and burglary.
Since they are still minors, they are charged in juvenile court
and can go to prison for 10 years with a fine of $10,000.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"RHKk2PwiOkxYdLIW","false",1,"January 15, 2018 a woman of 66 years old who did not have a ticket
or passport went past the airport security in Chicago to London.
She was able to enter the Chicago international airport on January
14. She did this by hiding her face with her hair, and passing
two transportation security officers who were checking other passenger
tickets. When she was checked, she tried to board the plane to
Connecticut but failed. So she tried to sneak pass the officers,
but was stopped. With no where to go, she stayed overnight at
the airport and took a bus to the gate the next day. She got on
the plane to Heathrow Airport which is in London but was stopped
any further by British officers. She got back to the US on January
18, and was charged with theft and misdemeanor.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"kOHYY8cKkooaJD2H","true",2,"Some kids recently got in trouble for killing off a couple beehives.","some kids killed some beehives and got in trouble","bees"
"LwgVMLJIAtyifFEh","false",1,"A woman was attempting to sneak herself onto a different flight.
She failed her first attempt, but succeeded on the next one. However,
when she arrived in Britain, she was detained by Customs and was
sent back to the US.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"36DBys83g2FWNAhG","false",1,"In december 2017 a couple in Iowa checked on their farm of nearly
50 beehives to discover them smashed. Equipment had been broken,
hives destoroyed, bees released. Totaled up to nearly $60,000
in damages. Three weeks later, two young boys (aged 12 and 13)
were arrested for the vandalism, and charged in juvenile court
for their ridiculous display. I wonder just how much they got
stung.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"I75XOHc6ld55rCLk","false",1,"IN january 2018, a 66 year old woman was able to sneak onto a
flightr from Chicago to London. She came in hiding her face with
her hair and originally slipped past security and tried to board
a flight to connecticut. She failed and was asked to sit somewhere.
She ended up staying overnight and somehow getting onto a shuttle
for which a boarding pass should be required. THis let her into
the terminal where she boarded a flight to London. She was caught
and sent back by London officials","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"R3m1Jf54dDTiThfX","false",1,"A woman tries to go from chichago to london but is trapped by
the security. She does this by hiding her face. She though she
could acutally do this.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"20ZLnhMz9U27r4bs","false",1,"Two boys thought it was fun to run into a beehive factory and
destroy the beehive and equipment. They are paying the price now.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"HyNHvrlkYAANhtE3","true",2,"a lady stuck onto an airplane and got caught","a lady snuck onto an airplane and got caught.","flight"
"kOHYY8cKkooaJD2H","true",2,"some kids killed some beehives and got in trouble","some kids killed some beehives and got in trouble","bees"
"3FJshIyBYGd3qrcz","false",1,"In Iowa a couple discovered that their beehive had been completely
destroyed. This led to the loss of lives of many bees and destruction
of property. In the search for who had done it, it turned out
it was two young boys, around the age of 12. They had completely
destroyed everything and were arrested for their crimes and to
be tried as minors.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"Setrwtr44tPyn6Y8","false",1,"A woman was able to fly to another country with no passport and
no flight. She snuck through Security at Chicago O'Hare. She hid
from the cameras and was able to sneak through. She tried to get
a domestic flight, but was not successful. She was also caught
by security and asked to stay. Somehow she was still able to sneak
into the international terminal. She made it all the way to the
UK before she was detained by the British authorities.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"HyNHvrlkYAANhtE3","false",2,"A lady snuck onto an airplane and got caught","a lady snuck onto an airplane and got caught.","flight"
"kOHYY8cKkooaJD2H","false",2,"Some kids killed a beehive and got in trouble","some kids killed some beehives and got in trouble","bees"
"HyNHvrlkYAANhtE3","false",1,"a lady snuck onto an airplane and got caught.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"kOHYY8cKkooaJD2H","false",1,"some kids killed some beehives and got in trouble","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
